PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Kim, JB; Saunders, P; Finn, JT								Rapid assessment of soil erosion in the Rio Lempa Basin, Central America, using the universal soil loss equation and geographic information systems								ENVIRONMENTAL MANAGEMENT				36	6			872	885		10.1007/s00267-002-0065-z			DEC 2005	2005										29							WOS:000233392000008		
J	Park, S; Egbert, SL								Assessment of soil erodibility indices for Conservation Reserve Program lands in southwestern Kansas using satellite imagery and GIS techniques								ENVIRONMENTAL MANAGEMENT				36	6			886	898		10.1007/s00267-003-0309-6			DEC 2005	2005										4							WOS:000233392000009		
J	Denzer, R; Riparbelli, C; Villa, M; Guttler, R								GIMMI: Geographic information and mathematical models inter-operability								ENVIRONMENTAL MODELLING & SOFTWARE				20	12			1478	1485		10.1016/j.envsoft.2004.07.018			DEC 2005	2005						International Symposium on Environmental Software Systems (ISESS 2003)	2003		Semmering, AUSTRIA	7							WOS:000232256300004		
J	Graef, F; Zughart, W; Hommel, B; Heinrich, U; Stachow, U; Werner, A								Methodological scheme for designing the monitoring of genetically modified crops at the regional scale								ENVIRONMENTAL MONITORING AND ASSESSMENT				111	1-3			1	26		10.1007/s10661-005-8044-5			DEC 2005	2005										21							WOS:000233532400001		
J	Bromberg, KD; Bertness, MD								Reconstructing New England salt marsh losses using historical maps								ESTUARIES				28	6			823	832		10.1007/BF02696012			DEC 2005	2005										55							WOS:000234637800003		
J	Coley, AR; Clabburn, P								GIS visualisation and analysis of mobile hydroacoustic fisheries data: a practical example								FISHERIES MANAGEMENT AND ECOLOGY				12	6			361	367		10.1111/j.1365-2400.2005.00461.x			DEC 2005	2005						35th Annual Conference of the Institute-of-Fisheries-Management	SEP, 2004	Inst Fisheries Management, Welsh Branch	Cardiff, WALES	3							WOS:000233568500003		
J	Leathwick, JR; Rowe, D; Richardson, J; Elith, J; Hastie, T								Using multivariate adaptive regression splines to predict the distributions of New Zealand's freshwater diadromous fish								FRESHWATER BIOLOGY				50	12			2034	2052		10.1111/j.1365-2427.2005.01448.x			DEC 2005	2005										182							WOS:000233290000011		
J	McCall, MK; Minang, PA								Assessing participatory GIS for community-based natural resource management: claiming community forests in Cameroon								GEOGRAPHICAL JOURNAL				171				340	356		10.1111/j.1475-4959.2005.00173.x			DEC 2005	2005										71							WOS:000234166200004		
J	Hadjieleftheriou, M; Hoel, E; Tsotras, VJ								SaIL: A spatial index library for efficient application integration								GEOINFORMATICA				9	4			367	389		10.1007/s10707-005-4577-6			DEC 2005	2005						2nd Workshop on Spatio-Temporal Database Management (STDBM 04)	AUG 30, 2004		Toronto, CANADA	15							WOS:000233043200005		
J	Saye, SE; van der Wal, D; Pye, K; Blott, SJ								Beach-dune morphological relationships and erosion/accretion: An investigation at five sites in England and Wales using LIDAR data								GEOMORPHOLOGY				72	1-4			128	155		10.1016/j.geomorph.2005.05.007			DEC 2005	2005										97							WOS:000234045800008		
J	Mitasova, H; Overton, M; Harmon, RS								Geospatial analysis of a coastal sand dune field evolution: Jockey's Ridge, North Carolina								GEOMORPHOLOGY				72	1-4			204	221		10.1016/j.geomorph.2005.06.001			DEC 2005	2005										48							WOS:000234045800012		
J	Can, T; Nefeslioglu, HA; Gokceoglu, C; Sonmez, H; Duman, TY								Susceptibility assessments of shallow earthflows triggered by heavy rainfall at three catchments by logistic regression analyses								GEOMORPHOLOGY				72	1-4			250	271		10.1016/j.geomorph.2005.05.011			DEC 2005	2005										129							WOS:000234045800015		
J	Guzzetti, F; Reichenbach, P; Cardinali, M; Galli, M; Ardizzone, F								Probabilistic landslide hazard assessment at the basin scale								GEOMORPHOLOGY				72	1-4			272	299		10.1016/j.geomorph.2005.06.002			DEC 2005	2005										331							WOS:000234045800016		
J	Bowen, P. A.; Bogdanoff, C. P.; Estergaard, B. F.; Marsh, S. G.; Usher, K. B.; Snaith, C. A. S.; Frank, G.								Geology and wine 10: Use of geographic information system technology to assess viticulture performance in the Okanagan and Similkameen valleys, British Columbia								GEOSCIENCE CANADA				32	4			161	176					DEC 2005	2005										17							WOS:000241134800002		
J	Kwon, JH; Bae, TS; Choi, YS; Lee, DC; Lee, YW								Geodetic datum transformation to the global geocentric datum for seas and islands around Korea								GEOSCIENCES JOURNAL				9	4			353	361		10.1007/BF02910324			DEC 2005	2005										8							WOS:000234415400007		
J	Passe, T; Andersson, L								Shore-level displacement in Fennoscandia calculated from empirical data								GFF				127				253	268		10.1080/11035890501274253			DEC 2005	2005										42							WOS:000235446500004		
J	Alterkawi, MM								Measures towards a comprehensive municipal GIS - the case of Ar-Riyadh Municipality								HABITAT INTERNATIONAL				29	4			689	698		10.1016/j.habitatint.2004.10.003			DEC 2005	2005										1							WOS:000233186400005		
J	Dreiher, J; Novack, V; Barachana, M; Yerushalmi, R; Lugassy, G; Shpilberg, O								Non-Hodgkin's lymphoma and residential proximity to toxic industrial waste in southern Israel								HAEMATOLOGICA-THE HEMATOLOGY JOURNAL				90	12			1709	1710					DEC 2005	2005										6							WOS:000233978200023		
J	De Laender, F; De Schamphelaere, KAC; Verdonck, FAM; Heijerick, DG; Van Sprang, PA; Vanrolleghem, PA; Janssen, CR								Simulation of spatial and temporal variability of chronic copper toxicity to Daphnia magna and Pseudokirchneriella subcapitata in Swedish and British surface waters								HUMAN AND ECOLOGICAL RISK ASSESSMENT				11	6			1177	1191		10.1080/10807030500346664			DEC 2005	2005										8							WOS:000233967700010		
J	Chuang, FC; Crown, DA								Surface characteristics and degradational history of debris aprons in the Tempe Terra Mareotis fossae region of Mars								ICARUS				179	1			24	42		10.1016/j.icarus.2005.05.014			DEC 1 2005	2005										36							WOS:000233550600002		
J	Kumada, A; Okabe, S; Hidaka, K								Influences of probe geometry and experimental errors on spatial resolution of surface charge measurement with electrostatic probe								IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION				12	6			1172	1181					DEC 2005	2005										14							WOS:000234040800009		
J	Shastry, AC; Schowengerdt, RA								Airborne video registration and traffic-flow parameter estimation								IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS				6	4			391	405		10.1109/TITS.2005.858621			DEC 2005	2005										36							WOS:000234350100004		
J	Skiadopoulos, S; Giannoukos, C; Sarkas, N; Vassiliadis, P; Sellis, T; Koubarakis, M								Computing and managing cardinal direction relations								IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING				17	12			1610	1623		10.1109/TKDE.2005.192			DEC 2005	2005										18							WOS:000232664700002		
J	Solar, R; Radovan, D								Use of GIS for presentation of the map and pictorial collection of the National and University Library of Slovenia								INFORMATION TECHNOLOGY AND LIBRARIES				24	4			196	200		10.6017/ital.v24i4.3385			DEC 2005	2005										1							WOS:000234578200009		
J	Davis, C; Schaub, T								A transboundary study of urban sprawl in the Pacific Coast region of North America: The benefits of multiple measurement methods								INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION				7	4			268	283		10.1016/j.jag.2005.06.007			DEC 2005	2005						International Conference on Bridging Scales and Epistemologies - Linking Local Knowledge with Global Science in Multi-Scale Assessments	MAR 17-20, 2004		Alexandria, EGYPT	18							WOS:000234038200003		
J	Quinn, T; Zhu, AX; Burt, JE								Effects of detailed soil spatial information on watershed modeling across different model scales								INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION				7	4			324	338		10.1016/j.jag.2005.06.009			DEC 2005	2005						International Conference on Bridging Scales and Epistemologies - Linking Local Knowledge with Global Science in Multi-Scale Assessments	MAR 17-20, 2004		Alexandria, EGYPT	16							WOS:000234038200007		
J	Hijmans, RJ; Cameron, SE; Parra, JL; Jones, PG; Jarvis, A								Very high resolution interpolated climate surfaces for global land areas								INTERNATIONAL JOURNAL OF CLIMATOLOGY				25	15			1965	1978		10.1002/joc.1276			DEC 2005	2005										8254							WOS:000234519700002		
J	Lehne, R; Sirocko, F								Quantification of recent movement potentials in Schleswig-Holstein (Germany) by GIS-based calculation of correlation coefficients								INTERNATIONAL JOURNAL OF EARTH SCIENCES				94	5-6			1094	1102		10.1007/s00531-005-0043-9			DEC 2005	2005										11							WOS:000234144600021		
J	Valencia, LIO; Fortes, BDMD; Medronho, RD								Spatial Ascariasis risk estimation using socioeconomic variables								INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH				15	6			411	424		10.1080/09603120500392285			DEC 2005	2005										5							WOS:000233852600002		
J	Sharma, DK								Spatial decision support system for zinc content in soil								INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING				4	4			567	580		10.1142/S021962200500174X			DEC 2005	2005										1							WOS:000234575100003		
J	Courtney, KL								Visualizing nursing workforce distribution: Policy evaluation using geographic information systems								INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS				74	11-12			980	988		10.1016/j.ijmedinf.2005.07.012			DEC 2005	2005										12							WOS:000233490400014		
J	Chan-Yeung, M; Yeh, AGO; Tam, CM; Kam, KM; Leung, CC; Yew, WW; Lam, CW								Socio-demographic and geographic indicators and distribution of tuberculosis in Hong Kong: a spatial analysis								INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE				9	12			1320	1326					DEC 2005	2005										32							WOS:000234981300005		
J	Levy, JK; Gopalakrishnan, C; Lin, ZH								Advances in decision support systems for flood disaster management: Challenges and opportunities								INTERNATIONAL JOURNAL OF WATER RESOURCES DEVELOPMENT				21	4			593	612		10.1080/07900620500258117			DEC 2005	2005										11							WOS:000233688100005		
J	Rivest, S; Bedard, Y; Proulx, MJ; Nadeau, M; Hubert, F; Pastor, J								SOLAP technology: Merging business intelligence with geospatial technology for interactive spatio-temporal exploration and analysis of data								ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING				60	1			17	33		10.1016/j.isprsjprs.2005.10.002			DEC 2005	2005										60							WOS:000234150600003		
J	Isenegger, D; Price, B; Wu, Y; Fischlin, A; Frei, U; Weibel, R; Allgower, B								IPODLAS - A software architecture for coupling temporal simulation systems, VR, and GIS								ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING				60	1			34	47		10.1016/j.isprsjprs.2005.10.003			DEC 2005	2005										3							WOS:000234150600004		
J	Elliott, M								Evaluating evidence for warfare and environmental stress in settlement pattern data from the Malpaso valley, Zacatecas, Mexico								JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY				24	4			297	315		10.1016/j.jaa.2005.04.001			DEC 2005	2005										13							WOS:000233615800001		
J	Galaty, ML								European regional studies: A coming of age?								JOURNAL OF ARCHAEOLOGICAL RESEARCH				13	4			291	336		10.1007/s10814-005-5110-z			DEC 2005	2005										10							WOS:000233292300001		
J	Lyman, RL								Analyzing cut marks: lessons from artiodactyl remains in the northwestern United States								JOURNAL OF ARCHAEOLOGICAL SCIENCE				32	12			1722	1732		10.1016/j.jas.2005.06.003			DEC 2005	2005										58							WOS:000232954300003		
J	He, C; Zhang, Q; Li, Y; Li, X; Shi, P								Zoning grassland protection area using remote sensing and cellular automata modeling - A case study in Xilingol steppe grassland in northern China								JOURNAL OF ARID ENVIRONMENTS				63	4			814	826		10.1016/j.jaridenv.2005.03.028			DEC 2005	2005										54							WOS:000231990600011		
J	Mikler, AR; Venkatachalam, S; Abbas, K								Modeling infectious diseases using global stochastic cellular automata								JOURNAL OF BIOLOGICAL SYSTEMS				13	4			421	439		10.1142/S0218339005001604			DEC 2005	2005										21							WOS:000234606300006		
J	Pardo-Pascual, J. E.; Garcia-Asenjo, L.; Palomar-Vazquez, J.; Garrigues-Talens, P.								New Methods and Tools to analyze beach-dune system evolution using a Real-Time Kinematic Global Positioning System and Geographic Information Systems								JOURNAL OF COASTAL RESEARCH								34	39					DEC 2005	2005										9							WOS:000207489000006		
J	Rozas, LP; Caldwell, P; Minello, TJ								The fishery value of salt marsh restoration projects								JOURNAL OF COASTAL RESEARCH								37	50					WIN 2005	2005										7							WOS:000227787300004		
J	Ojeda, J.; Vallejo, I.; Malvarez, G. C.								Morphometric evolution of the active dunes system of the Donana National Park, Southern Spain (1977-1999)								JOURNAL OF COASTAL RESEARCH								40	45					DEC 2005	2005										6							WOS:000207489000007		
J	Kirsch, KD; Barry, KA; Fonseca, MS; Whitfield, PE; Meehan, SR; Kenworthy, WJ; Julius, BE								The mini-312 program - An expedited damage assessment and restoration process for seagrasses in the Florida Keys National Marine Sanctuary								JOURNAL OF COASTAL RESEARCH								109	119					WIN 2005	2005										4							WOS:000227787300009		
J	Tong, X. H.; Xu, G. S.								Modeling Cadastral Spatial Features Based on Geography Markup Language in GIS: A Case Study in Shanghai								JOURNAL OF ENVIRONMENTAL INFORMATICS				6	2			103	110		10.3808/jei.200500060			DEC 2005	2005										3							WOS:000207620800005		
J	Mindell, J; Barrowcliffe, R								Linking environmental effects to health impacts: a computer modelling approach for air pollution								JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH				59	12			1092	1098		10.1136/jech.2005.036897			DEC 2005	2005										10							WOS:000233271200019		
J	Bayaer; Aodenggaowa; Shen, YJ; Zhu, L; Tateishi, R; Wang, YM								Spot/vegetation NDVI image's large scale neural networks classification supported by GIS								JOURNAL OF INFRARED AND MILLIMETER WAVES				24	6			427	431					DEC 2005	2005										1							WOS:000233880300007		
J	Liu, Haibin; Davidson, Rachel A.; Rosowsky, David V.; Stedinger, Jery R.								Negative Binomial Regression of Electric Power Outages in Hurricanes								JOURNAL OF INFRASTRUCTURE SYSTEMS				11	4			258	267		10.1061/(ASCE)1076-0342(2005)11:4(258)			DEC 2005	2005										52							WOS:000208505500008		
J	Nerriere, E; Zmirou-Navier, D; Desqueyroux, P; Leclerc, N; Momas, I; Czernichow, P								Lung cancer risk assessment in relation with personal exposure to airborne particles in four French metropolitan areas								JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE				47	12			1211	1217		10.1097/01.jom.0000181757.82556.f7			DEC 2005	2005										11							WOS:000233943800005		
J	Ramli, AT; Sahrone, S; Wagiran, H								Terrestrial gamma radiation dose study to determine the baseline for environmental radiological health practices in Melaka state, Malaysia								JOURNAL OF RADIOLOGICAL PROTECTION				25	4			435	450		10.1088/0952-4746/25/4/006			DEC 2005	2005										28							WOS:000234323800006		
J	Mendoza, A; Garcia, MR; Vela, P; Lozano, DF; Allen, D								Trace gases and particulate matter emissions from wildfires and agricultural burning in Northeastern Mexico during the 2000 fire season								JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION				55	12			1797	1808		10.1080/10473289.2005.10464778			DEC 2005	2005										9							WOS:000234055800002		
J	Lim, KJ; Engel, BA; Tang, ZX; Choi, J; Kim, KS; Muthukrishnan, S; Tripathy, D								Automated Web Gis based hydrograph analysis tool, what								JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION				41	6			1407	1416		10.1111/j.1752-1688.2005.tb03808.x			DEC 2005	2005										149							WOS:000234615100010		
J	Martin, PH; LeBoeuf, EJ; Dobbins, JP; Daniel, EB; Abkowitz, MD								Interfacing GIS with water resource models: A state-of-the-art review								JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION				41	6			1471	1487		10.1111/j.1752-1688.2005.tb03813.x			DEC 2005	2005										39							WOS:000234615100015		
J	Bolling, Bethany G.; Kennedy, James H.; Zimmerman, Earl G.								Seasonal dynamics of four potential West Nile vector species in north-central Texas								JOURNAL OF VECTOR ECOLOGY				30	2			186	194					DEC 2005	2005										27							WOS:000240393100004		
J	Baum, RL; Coe, JA; Godt, JW; Harp, EL; Reid, ME; Savage, WZ; Schulz, WH; Brien, DL; Chleborad, AF; McKenna, JP; Michael, JA								Regional landslide-hazard assessment for Seattle, Washington, USA								LANDSLIDES				2	4			266	279		10.1007/s10346-005-0023-y			DEC 2005	2005										60							WOS:000234203600004		
J	Chau, KT; Chan, JE								Regional bias of landslide data in generating susceptibility maps using logistic regression: Case of Hong Kong Island								LANDSLIDES				2	4			280	290		10.1007/s10346-005-0024-x			DEC 2005	2005										35							WOS:000234203600005		
J	Colombo, A; Lanteri, L; Ramasco, M; Troisi, C								Systematic GIS-based landslide inventory as the first step for effective landslide-hazard management								LANDSLIDES				2	4			291	301		10.1007/s10346-005-0025-9			DEC 2005	2005										18							WOS:000234203600006		
J	Remondo, J; Bonachea, J; Cendrero, A								A statistical approach to landslide risk modelling at basin scale: from landslide susceptibility to quantitative risk assessment								LANDSLIDES				2	4			321	328		10.1007/s10346-005-0016-x			DEC 2005	2005										52							WOS:000234203600009		
J	Catani, F; Casagli, N; Ermini, L; Righini, G; Menduni, G								Landslide hazard and risk mapping at catchment scale in the Arno River basin								LANDSLIDES				2	4			329	342		10.1007/s10346-005-0021-0			DEC 2005	2005										111							WOS:000234203600010		
J	Spence, L; Schaeffer, BA; Thomas, C; Hathaway, TK; Olsen, M								Coastal ocean observing technology transfer to educators								MARINE TECHNOLOGY SOCIETY JOURNAL				39	4			78	82		10.4031/002533205787465931			WIN 2005	2005										0							WOS:000236453700013		
J	De Deken, R; Sumbu, J; Mpiana, S; Mansinsa, P; Wat'Senga, F; Lutumba, P; Boelaert, M; Van den Bossche, P								Trypanosomiasis in Kinshasa: distribution of the vector, Glossina fuscipes quanzensis, and risk of transmission in the peri-urban area								MEDICAL AND VETERINARY ENTOMOLOGY				19	4			353	359		10.1111/j.1365-2915.2005.00580.x			DEC 2005	2005										14							WOS:000233807900003		
J	Yoshino, Kunihiko; Ishioka, Yoshinori								Guidelines for soil conservation towards integrated basin management for sustainable development: A new approach based on the assessment of soil loss risk using remote sensing and GIS								PADDY AND WATER ENVIRONMENT				3	4			235	247		10.1007/s10333-005-0023-5			DEC 2005	2005										25							WOS:000208365700007		
J	Goldhagen, J; Remo, R; Bryant, T; Wludyka, P; Dailey, A; Wood, D; Watts, G; Livingood, W								The health status of southern children: A neglected regional disparity								PEDIATRICS				116	6			E746	E753		10.1542/peds.2005-0366			DEC 2005	2005										29							WOS:000233668200075		
J	Yang, YJ; Yang, JS; Liu, GM; Yang, XY								Space-time variability and prognosis of soil salinization in Yucheng city, China								PEDOSPHERE				15	6			797	804					DEC 2005	2005										8							WOS:000233780600014		
J	Wang, GX; Gertner, GZ; Fang, SF; Anderson, AB								A methodology for spatial uncertainty analysis of remote sensing and GIS products								PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING				71	12			1423	1432		10.14358/PERS.71.12.1423			DEC 2005	2005										18							WOS:000234054900009		
J	Vittala, S. Srinivasa; Govindaiah, S.; Gowda, H. Honne								Evaluation of groundwater potential zones in the sub-watersheds of North Pennar river basin around Pavagada, Karnataka, India using remote sensing and GIS techniques								PHOTONIRVACHAK-JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING				33	4			483	493					DEC 2005	2005										6							WOS:000244672200003		
J	Durbude, Dilip G.; Purandara, B. K.								Assessment of sedimentation in the Linganmakki reservoir using remote sensing								PHOTONIRVACHAK-JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING				33	4			503	509					DEC 2005	2005										1							WOS:000244672200005		
J	Nag, S. K.								Application of lineament density and hydrogeomorphology to delineate groundwater potential zones of Baghmundi Block in Purulia district, West Bengal								PHOTONIRVACHAK-JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING				33	4			521	529					DEC 2005	2005										16							WOS:000244672200007		
J	Chopra, Rajiv; Dhiman, Raman Deep; Sharma, P. K.								Morphometric analysis of sub-watersheds in Gurdaspur district, Punjab using remote sensing and GIS techniques								PHOTONIRVACHAK-JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING				33	4			531	539					DEC 2005	2005										41							WOS:000244672200008		
J	Singh, Sarnam; Singh, T. P.; Srivastava, Gaurav								Vegetation cover type mapping in Mouling National Park in Arunachal Pradesh, Eastern Himalayas - An integrated geospatial approach								PHOTONIRVACHAK-JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING				33	4			547	563					DEC 2005	2005										3							WOS:000244672200010		
J	Singh, I. J.; Jugran, D. K.; Thanruma, Samson; Reddy, S. R.								Forest resource assessment in Mohand forest range, Uttar Pradesh using remote sensing and GIS								PHOTONIRVACHAK-JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING				33	4			565	574					DEC 2005	2005										2							WOS:000244672200011		
J	Moraes, RM; Momm, HG; Silva, B; Maddox, V; Easson, GL; Lata, H; Ferreira, D								Geographic information system method for assessing chemo-diversity in medicinal plants								PLANTA MEDICA				71	12			1157	1164		10.1055/s-2005-873166			DEC 2005	2005										11							WOS:000234731400012		
J	O'Sullivan, D								Geographical information science: time changes everything								PROGRESS IN HUMAN GEOGRAPHY				29	6			749	756		10.1191/0309132505ph581pr			DEC 2005	2005										22							WOS:000233922600007		
J	Wang, HB; Liu, GJ; Xu, WY; Wang, GH								GIS-based landslide hazard assessment: an overview								PROGRESS IN PHYSICAL GEOGRAPHY				29	4			548	567		10.1191/0309133305pp462ra			DEC 2005	2005										45							WOS:000233638300005		
J	Revenga, Carmen								Developing indicators of ecosystem condition using geographic information systems and remote sensing								REGIONAL ENVIRONMENTAL CHANGE				5	4			205	214		10.1007/s10113-004-0085-8			DEC 2005	2005										7							WOS:000208299300007		
J	Conte, A; Colangeli, P; Ippoliti, C; Paladini, C; Ambrosini, M; Savini, L; Dall'Acqua, F; Calistri, P								The use of a Web-based interactive geographical information system for the surveillance of bluetongue in Italy								REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES				24	3			857	868		10.20506/rst.24.3.1616			DEC 2005	2005										12							WOS:000236519900004		
J	van Oort, PAJ; Bregt, AK								Do users ignore spatial data quality? A decision-theoretic perspective								RISK ANALYSIS				25	6			1599	1610		10.1111/j.1539-6924.2005.00678.x			DEC 2005	2005										7							WOS:000234211500020		
J	Yan, JZ; Zhang, YL; Bai, WQ; Liu, YH; Bao, WK; Liu, LS; Zheng, D								Land cover changes based on plant successions: Deforestation, rehabilitation and degeneration of forest in the upper Dadu River watershed								SCIENCE IN CHINA SERIES D-EARTH SCIENCES				48	12			2214	2230		10.1360/04yd0128			DEC 2005	2005										12							WOS:000235014000017		
J	Liu, XH; Wang, JF; Liu, ML; Meng, B								Spatial heterogeneity of the driving forces of cropland change in China								SCIENCE IN CHINA SERIES D-EARTH SCIENCES				48	12			2231	2240		10.1360/04yd0195			DEC 2005	2005										20							WOS:000235014000018		
J	Tsuji, T; Mambo, A; Phiri, LK; Msoni, R; Sokotela, SB; Yerokun, OA								Studies on nutrient distribution in some Zambian soils with special reference to sulphur using GIS (geographic information systems) - I. Total sulphur distribution in major Zambian soils								SOIL SCIENCE AND PLANT NUTRITION				51	7			935	942		10.1111/j.1747-0765.2005.tb00131.x			DEC 2005	2005										3							WOS:000234227400002		
J	Tsuji, T; Mambo, A; Phiri, LK; Msoni, R; Sokotela, SB; Yerokun, OA								Studies on nutrient distribution in some Zambian soils with special reference to sulphur using GIS (geographic information systems) - II. Evaluation of plant-available sulphur and its distribution in major Zambian soils								SOIL SCIENCE AND PLANT NUTRITION				51	7			943	952		10.1111/j.1747-0765.2005.tb00132.x			DEC 2005	2005										0							WOS:000234227400003		
J	Levy, JK								Multiple criteria decision making and decision support systems for flood risk management								STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT				19	6			438	447		10.1007/s00477-005-0009-2			DEC 2005	2005										52							WOS:000233383700007		
J	Grubesic, TH; Murray, AT								Spatial-historical landscapes of telecommunication network survivability								TELECOMMUNICATIONS POLICY				29	11			801	820		10.1016/j.telpol.2005.06.011			DEC 2005	2005										11							WOS:000233215100002		
J	Coleman, JTH; Richmond, ME; Rudstam, LG; Mattison, PM								Foraging location and site fidelity of the double-crested cormorant on Oneida Lake, New York								WATERBIRDS				28	4			498	510		10.1675/1524-4695(2005)28[498:FLASFO]2.0.CO;2			DEC 2005	2005										24							WOS:000234689200013		
J	Pettorelli, N; Dray, S; Maillard, D								Coupling Principal Component Analysis and GIS to map deer habitats								WILDLIFE BIOLOGY				11	4			363	370		10.2981/0909-6396(2005)11[363:CPCAAG]2.0.CO;2			DEC 2005	2005										4							WOS:000234059800010		
J	Alexander, SM; Paquet, PC; Logan, TB; Saher, DJ								Snow-tracking versus radiotelemetry for predicting wolf-environment relationships in the Rocky Mountains of Canada								WILDLIFE SOCIETY BULLETIN				33	4			1216	1224		10.2193/0091-7648(2005)33[1216:SVRFPW]2.0.CO;2			WIN 2005	2005										5							WOS:000236836500004		
J	Lim, KJ; Sagong, M; Engel, BA; Tang, ZX; Choi, JD; Kim, KS								GIS-based sediment assessment tool								CATENA				64	1			61	80		10.1016/j.catena.2005.06.013			NOV 30 2005	2005										52							WOS:000234072700003		
J	Sanyal, J; Lu, XX								Remote sensing and GIS-based flood vulnerability assessment of human settlements: a case study of Gangetic West Bengal, India								HYDROLOGICAL PROCESSES				19	18			3699	3716		10.1002/hyp.5852			NOV 30 2005	2005										48							WOS:000233840600015		
J	Olivier, F; Wotherspoon, SJ								GIS-based application of resource selection functions to the prediction of snow petrel distribution and abundance in East Antarctica: Comparing models at multiple scales								ECOLOGICAL MODELLING				189	1-2			105	129		10.1016/j.ecolmodel.2005.04.009			NOV 25 2005	2005										26							WOS:000233374300006		
J	Chow, TE; Gaines, KF; Hodgson, ME; Wilson, MD								Habitat and exposure modelling for ecological risk assessment: A case study for the raccoon on the Savannah River Site								ECOLOGICAL MODELLING				189	1-2			151	167		10.1016/j.ecolmodel.2005.04.001			NOV 25 2005	2005										37							WOS:000233374300008		
J	Zhao, CY; Nan, ZR; Cheng, GD								Methods for modelling of temporal and spatial distribution of air temperature at landscape scale in the southern Qilian mountains, China								ECOLOGICAL MODELLING				189	1-2			209	220		10.1016/j.ecolmodel.2005.03.016			NOV 25 2005	2005										35							WOS:000233374300012		
J	Hoyos, N; Waylen, PR; Jaramillo, A								Seasonal and spatial patterns of erosivity in a tropical watershed of the Colombian Andes								JOURNAL OF HYDROLOGY				314	1-4			177	191		10.1016/j.jhydrol.2005.03.014			NOV 25 2005	2005										36							WOS:000233948700013		
J	Claphan, WB								Quantitative classification as a tool to show change in an urbanizing watershed								INTERNATIONAL JOURNAL OF REMOTE SENSING				26	22			4923	4939		10.1080/01431160500222665			NOV 20 2005	2005										4							WOS:000234407300004		
J	Li, JH; Chen, WJ								A rule-based method for mapping Canada's wetlands using optical, radar and DEM data								INTERNATIONAL JOURNAL OF REMOTE SENSING				26	22			5051	5069		10.1080/01431160500166516			NOV 20 2005	2005										86							WOS:000234407300011		
J	van Passel, MWJ; Bart, A; Thygesen, HH; Luyf, ACM; van Kampen, AHC; van der Ende, A								An acquisition account of genomic islands based on genome signature comparisons								BMC GENOMICS				6						163	10.1186/1471-2164-6-163			NOV 18 2005	2005										26							WOS:000233893700001		
J	Natsuume, D; Inami, K; Hama, H; Oda, S; Yoshimura, M; Miyamoto, T; Hanaoka, R; Fukami, T								Development of numerical computational model for revolving metallic particles' behavior in GIS and its evaluation								ELECTRICAL ENGINEERING IN JAPAN				153	2			28	38		10.1002/eej.20122			NOV 15 2005	2005										1							WOS:000231557600003		
J	Buerkert, A; Nagieb, M; Siebert, S; Khan, I; Al-Maskri, A								Nutrient cycling and field-based partial nutrient balances in two mountain oases of Oman								FIELD CROPS RESEARCH				94	2-3			149	164		10.1016/j.fcr.2004.12.003			NOV 15 2005	2005										18							WOS:000232196400004		
