PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Law, Dionne C. Gesink; Bernstein, Kyle T.; Serre, Marc L.; Schumacher, Christina M.; Leone, Peter A.; Zenilman, Jonathan M.; Miller, William C.; Rompalo, Anne M.								Modeling a syphilis outbreak through space and time using the Bayesian maximum entropy approach								ANNALS OF EPIDEMIOLOGY				16	11			797	804		10.1016/j.annepidem.2006.05.003			NOV 2006	2006										24							WOS:000242386900001		
J	Barrand, Nicholas E.; Murray, Tavi								Multivariate controls on the incidence of glacier surging in the Karakoram Himalaya								ARCTIC ANTARCTIC AND ALPINE RESEARCH				38	4			489	498		10.1657/1523-0430(2006)38[489:MCOTIO]2.0.CO;2			NOV 2006	2006										36							WOS:000242509200002		
J	Egli, Markus; Wernli, Michael; Kneisel, Christof; Haeberli, Wilfried								Melting glaciers and soil development in the proglacial area Morteratsch (Swiss Alps): I. Soil type chronosequence								ARCTIC ANTARCTIC AND ALPINE RESEARCH				38	4			499	509		10.1657/1523-0430(2006)38[499:MGASDI]2.0.CO;2			NOV 2006	2006										44							WOS:000242509200003		
J	Egli, Markus; Wernli, Michael; Kneisel, Christof; Biegger, Stefan; Haeberli, Wilfried								Melting glaciers and soil development in the proglacial area Morteratsch (Swiss Alps): II. Modeling the present and future soil state								ARCTIC ANTARCTIC AND ALPINE RESEARCH				38	4			510	521		10.1657/1523-0430(2006)38[510:MGASDI]2.0.CO;2			NOV 2006	2006										14							WOS:000242509200004		
J	Mueller, Derek R.; Vincent, Warwick F.; Jeffries, Martin O.								Environmental gradients, fragmented habitats, and microbiota of a northern ice shelf cryoecosystem, Ellesmere Island, Canada								ARCTIC ANTARCTIC AND ALPINE RESEARCH				38	4			593	607		10.1657/1523-0430(2006)38[593:EGFHAM]2.0.CO;2			NOV 2006	2006										23							WOS:000242509200012		
J	Boley, Aaron C.; Mejia, Annie C.; Durisen, Richard H.; Cai, Kai; Pickett, Megan K.; D'Alessio, Paola								The thermal regulation of gravitational instabilities in protoplanetary disks. III. Simulations with radiative cooling and realistic opacities								ASTROPHYSICAL JOURNAL				651	1			517	534		10.1086/507478			NOV 1 2006	2006										124							WOS:000241824300045		
J	Niedzialkowska, Magdalena; Jedrzejewski, Wlodzimierz; Myslajek, Robert W.; Nowak, Sabina; Jedrzejewska, Bogumila; Schmidt, Krzysztof								Environmental correlates of Eurasian lynx occurrence in Poland - Large scale census and GIS mapping								BIOLOGICAL CONSERVATION				133	1			63	69		10.1016/j.biocon.2006.05.022			NOV 2006	2006										45							WOS:000241823900006		
J	Beck, Jan; Kitching, Ian J.; Eduard Linsenmair, K.								Wallace's line revisited: has vicariance or dispersal shaped the distribution of Malesian hawkmoths (Lepidoptera : Sphingidae)?								BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY				89	3			455	468		10.1111/j.1095-8312.2006.00686.x			NOV 2006	2006										36							WOS:000241366500005		
J	Siffel, Csaba; Strickland, Matthew J.; Gardner, Bennett R.; Kirby, Russell S.; Correa, Adolfo								Role of geographic information systems in birth defects surveillance and research								BIRTH DEFECTS RESEARCH PART A-CLINICAL AND MOLECULAR TERATOLOGY				76	11			825	833		10.1002/bdra.20325			NOV 2006	2006										14							WOS:000242127400013		
J	Neilsen, D.; Smith, C. A. S.; Frank, G.; Koch, W.; Alila, Y.; Merritt, W. S.; Taylor, W. G.; Barton, M.; Hall, J. W.; Cohen, S. J.								Potential impacts of climate change on water availability for crops in the Okanagan Basin, British Columbia								CANADIAN JOURNAL OF SOIL SCIENCE				86	5			921	936		10.4141/S05-113			NOV 2006	2006										23							WOS:000245528400014		
J	Yao Huarong; Yang Zhifeng; Cui Baoshan								Assessment of soil erosion risk on area alongside a typical section of road in Longitudinal Range-Gorge Region								CHINESE SCIENCE BULLETIN				51				80	87		10.1007/s11434-006-8080-8			NOV 2006	2006										2							WOS:000242719500010		
J	Zhou Changhai; Wu Shaohong; Dai Erfu; Hao Chengyuan; Pan Tao								Vapor corridor phenomenon and response of vegetation NPP in Longitudinal Range-Gorge Region								CHINESE SCIENCE BULLETIN				51				97	107		10.1007/s11434-006-8097-z			NOV 2006	2006										6							WOS:000242719500012		
J	Li Zhenghai; Song Guobao; Gao Jixi; Bao Yajing; Peng Hua; Wang Haimei; Jiang Yun; Lu Haiyan								Land use and land cover change along the topographic gradients and stream corridors in the LRGR								CHINESE SCIENCE BULLETIN				51				108	118		10.1007/s11434-006-8108-0			NOV 2006	2006										7							WOS:000242719500013		
J	Yang Qinye; Ma Xin; Li Zhizhong; Xia Fuqiang								Evaluation of crustal stability in the lower Yellow River region								CHINESE SCIENCE BULLETIN				51				168	177		10.1007/s11434-006-8168-1			NOV 2006	2006										0							WOS:000242719500019		
J	Yang Peiguo; Dai Erfu; Wu Shaohong; Kang Xiangwu; Yang Qinye; Xia Fuqiang								Spatial pattern of the flood disaster risk in the protected zone of the lower Yellow River embankment								CHINESE SCIENCE BULLETIN				51				178	185		10.1007/s11434-006-8178-z			NOV 2006	2006										0							WOS:000242719500020		
J	Kang Xiangwu; Wu Shaohong; Dai Erfu; Yang Qinye; Liu Ziqiang; Yang Peiguo; Ma Xin; Zhao Ruifeng								Pre-assessment on the loss and impact caused by large-scale flood disasters								CHINESE SCIENCE BULLETIN				51				186	196		10.1007/s11434-006-8186-z			NOV 2006	2006										0							WOS:000242719500021		
J	Barbat, Alex H.; Pujades, Luis G.; Lantada, Nieves								Performance of buildings under earthquakes in Barcelona, Spain								COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING				21	8			573	593		10.1111/j.1467-8667.2006.00450.x			NOV 2006	2006										36							WOS:000240349700003		
J	Jiang, Bin; Yao, Xiaobai								Location-based services and GIS in perspective								COMPUTERS ENVIRONMENT AND URBAN SYSTEMS				30	6			712	725		10.1016/j.compenvurbsys.2006.02.003			NOV 2006	2006						12th International Conference on Geoinformatics Geospatial Information Research (Geoinformatics 2004)	JUN 07-09, 2004		Univ Gavel, Gavel, SWEDEN	52							WOS:000242792000002		
J	Brown, Iain; Jude, Simon; Koukoulas, Sotiris; Nicholls, Robert; Dickson, Mark; Walkden, Mike								Dynamic simulation and visualisation of coastal erosion								COMPUTERS ENVIRONMENT AND URBAN SYSTEMS				30	6			840	860		10.1016/j.compenvurbsys.2005.08.002			NOV 2006	2006										27							WOS:000242792000010		
J	Samat, Narimah								Characterizing the scale sensitivity of the cellular automata simulated urban growth: A case study of the Seberang Perai Region, Penang State, Malaysia								COMPUTERS ENVIRONMENT AND URBAN SYSTEMS				30	6			905	920		10.1016/j.compenvurbsys.2005.11.002			NOV 2006	2006										21							WOS:000242792000013		
J	Kocabas, Verda; Dragicevic, Suzana								Assessing cellular automata model behaviour using a sensitivity analysis approach								COMPUTERS ENVIRONMENT AND URBAN SYSTEMS				30	6			921	953		10.1016/j.compenvurbsys.2006.01.001			NOV 2006	2006										76							WOS:000242792000014		
J	Liu, Wenbao; Yang, Wanhong								Estimating coordinates of a 2D-point from multiple observations								COMPUTERS & GEOSCIENCES				32	9			1235	1246		10.1016/j.cageo.2005.11.005			NOV 2006	2006										0							WOS:000240760200001		
J	Hengl, Tomislav								Finding the right pixel size								COMPUTERS & GEOSCIENCES				32	9			1283	1298		10.1016/j.cageo.2005.11.008			NOV 2006	2006										230							WOS:000240760200005		
J	Kolingerova, Ivana; Zalik, Borut								Reconstructing domain boundaries within a given set of points, using Delaunay triangulation								COMPUTERS & GEOSCIENCES				32	9			1310	1319		10.1016/j.cageo.2005.12.004			NOV 2006	2006										10							WOS:000240760200007		
J	Hughes, D. A.; Forsyth, D. A.								A generic database and spatial interface for the application of hydrological and water resource models								COMPUTERS & GEOSCIENCES				32	9			1389	1402		10.1016/j.cageo.2005.12.013			NOV 2006	2006										11							WOS:000240760200014		
J	Obaidat, Mohammed Taleb; Al-Kheder, Sharaf A.								Integration of geographic information systems and computer vision systems for pavement distress classification								CONSTRUCTION AND BUILDING MATERIALS				20	9			657	672		10.1016/j.conbuildmat.2005.02.009			NOV 2006	2006										4							WOS:000238875500007		
J	Scheibe, Kevin P.; Carstensen, Laurence W., Jr.; Rakes, Terry R.; Rees, Loren Paul								Going the last mile: A spatial decision support system for wireless broadband communications								DECISION SUPPORT SYSTEMS				42	2			557	570		10.1016/j.dss.2005.02.010			NOV 2006	2006										14							WOS:000242209700004		
J	Tsamboulas, Dimitrios A.; Mikroudis, George K.								TRANS-POL: A mediator between transportation models and decision makers' policies								DECISION SUPPORT SYSTEMS				42	2			879	897		10.1016/j.dss.2005.07.010			NOV 2006	2006										11							WOS:000242209700025		
J	Huang, Bo; Liu, Nan; Chandramouli, Magesh								A GIS supported Ant algorithm for the linear feature covering problem with distance constraints								DECISION SUPPORT SYSTEMS				42	2			1063	1075		10.1016/j.dss.2005.09.002			NOV 2006	2006										24							WOS:000242209700038		
J	Cassinello, Jorge; Acevedo, Pelayo; Hortal, Joaquin								Prospects for population expansion of the exotic aoudad (Ammotragus lervia; Bovidae) in the Iberian Peninsula: clues from habitat suitability modelling								DIVERSITY AND DISTRIBUTIONS				12	6			666	678		10.1111/j.1472-4642.2006.00292.x			NOV 2006	2006										24							WOS:000241621800004		
J	Leighty, Wayne W.; Hamburg, Steven P.; Caouette, John								Effects of management on carbon sequestration in forest biomass in southeast Alaska								ECOSYSTEMS				9	7			1051	1065		10.1007/s10021-005-0028-3			NOV 2006	2006										20							WOS:000242334600002		
J	Ahamed, T.; Takigawa, T.; Koike, M.; Hossain, M. M.; Huq, M. M.; Faruk, M. O.								Assessment of energy status for irrigation technology in Bangladesh: A GIS approach								ENERGY				31	14			3017	3040		10.1016/j.energy.2005.11.011			NOV 2006	2006										0							WOS:000241524100034		
J	Say, Nuriye Peker								Lignite-fired thermal power plants and SO2 pollution in Turkey								ENERGY POLICY				34	17			2690	2701		10.1016/j.enpol.2005.03.006			NOV 2006	2006										35							WOS:000241644200009		
J	Kwan, Mei-Po; Knigge, LaDona								Doing qualitative research using GIS: an oxymoronic endeavor?								ENVIRONMENT AND PLANNING A				38	11			1999	2002		10.1068/a38462			NOV 2006	2006										40							WOS:000242634900003		
J	Pavlovskaya, Marianna								Theorizing with GIS: a tool for critical geographies?								ENVIRONMENT AND PLANNING A				38	11			2003	2020		10.1068/a37326			NOV 2006	2006										66							WOS:000242634900004		
J	Knigge, LaDona; Cope, Meghan								Grounded visualization: integrating the analysis of qualitative and quantitative data through grounded theory and visualization								ENVIRONMENT AND PLANNING A				38	11			2021	2037		10.1068/a37327			NOV 2006	2006										118							WOS:000242634900005		
J	Dennis, Samuel F., Jr.								Prospects for qualitative GIS at the intersection of youth development and participatory urban planning								ENVIRONMENT AND PLANNING A				38	11			2039	2054		10.1068/a3861			NOV 2006	2006										57							WOS:000242634900006		
J	Pain, Rachel; MacFarlane, Robert; Turner, Keith								'When, where, if, and but': qualifying GIS and the effect of streetlighting on crime and fear								ENVIRONMENT AND PLANNING A				38	11			2055	2074		10.1068/a38391			NOV 2006	2006										45							WOS:000242634900007		
J	Geertman, Stan								Potentials for planning support: a planning-conceptual approach								ENVIRONMENT AND PLANNING B-PLANNING & DESIGN				33	6			863	880		10.1068/b31129			NOV 2006	2006										48							WOS:000243481300005		
B	Higgs, Gary								GIS for sustainable development								ENVIRONMENT AND PLANNING B-PLANNING & DESIGN				33	6			946	948					NOV 2006	2006										0							WOS:000243481300012		
J	Duman, T. Y.; Can, T.; Gokceoglu, C.; Nefeslioglu, H. A.; Sonmez, H.								Application of logistic regression for landslide susceptibility zoning of Cekmece Area, Istanbul, Turkey								ENVIRONMENTAL GEOLOGY				51	2			241	256		10.1007/s00254-006-0322-1			NOV 2006	2006										94							WOS:000241454200005		
J	Dimitriou, Elias; Zacharias, Ierotheos								Groundwater vulnerability and risk mapping in a geologically complex area by using stable isotopes, remote sensing and GIS techniques								ENVIRONMENTAL GEOLOGY				51	2			309	323		10.1007/s00254-006-0328-8			NOV 2006	2006										5							WOS:000241454200011		
J	Ettazarini, Said								Groundwater pollution risk mapping for the Eocene aquifer of the Oum Er-Rabia basin, Morocco								ENVIRONMENTAL GEOLOGY				51	3			341	347		10.1007/s00254-006-0330-1			NOV 2006	2006										13							WOS:000242672100002		
J	Zahiri, H.; Palamara, D. R.; Flentje, P.; Brassington, G. M.; Baafi, E.								A GIS-based Weights-of-Evidence model for mapping cliff instabilities associated with mine subsidence								ENVIRONMENTAL GEOLOGY				51	3			377	386		10.1007/s00254-006-0333-y			NOV 2006	2006										25							WOS:000242672100006		
J	Frehner, Marcel; Braendli, Martin								Virtual database: Spatial analysis in a Web-based data management system for distributed ecological data								ENVIRONMENTAL MODELLING & SOFTWARE				21	11			1544	1554		10.1016/j.envsoft.2006.05.012			NOV 2006	2006						20th International Conference on Informatics for Environmental Protection	SEP 06-08, 2006		Graz, AUSTRIA	39							WOS:000239855700005		
J	Pecar-Ilic, Jadranka; Ruzic, Ivica								Application of GIS and Web technologies for Danube waterway data management in Croatia								ENVIRONMENTAL MODELLING & SOFTWARE				21	11			1562	1571		10.1016/j.envsoft.2006.05.003			NOV 2006	2006						20th International Conference on Informatics for Environmental Protection	SEP 06-08, 2006		Graz, AUSTRIA	6							WOS:000239855700007		
J	Tuchyna, Martin								Establishment of spatial data infrastructure within the environmental sector in Slovak Republic								ENVIRONMENTAL MODELLING & SOFTWARE				21	11			1572	1578		10.1016/j.envsoft.2006.05.014			NOV 2006	2006						20th International Conference on Informatics for Environmental Protection	SEP 06-08, 2006		Graz, AUSTRIA	9							WOS:000239855700008		
J	Feng, Jianmin; Wang, Tao; Xie, Changwei								Eco-environmental degradation in the source region of the Yellow River, Northeast Qinghai-Xizang Plateau								ENVIRONMENTAL MONITORING AND ASSESSMENT				122	1-3			125	143		10.1007/s10661-005-9169-2			NOV 2006	2006										26							WOS:000241748900009		
J	Focardi, Silvia; Corsi, Ilaria; Mazzuoli, Stefania; Vignoli, Leonardo; Loiselle, Steven A.; Focardi, Silvano								Integrating remote sensing approach with pollution monitoring tools for aquatic ecosystem risk assessment and managment: A case study of Lake Victoria (Uganda)								ENVIRONMENTAL MONITORING AND ASSESSMENT				122	1-3			275	287		10.1007/s10661-005-9180-7			NOV 2006	2006										7							WOS:000241748900018		
J	Strobl, R. O.; Robillard, P. D.; Day, R. L.; Shannon, R. D.; Mcdonnell, A. J.								A water quality monitoring network design methodology for the selection of critical sampling points: Part II								ENVIRONMENTAL MONITORING AND ASSESSMENT				122	1-3			319	334		10.1007/s10661-006-0358-4			NOV 2006	2006										19							WOS:000241748900021		
J	Aguilera, I.; Alvarez, M.; Ferrer, C.; Jacquemin, B.; Julvez, J.; Ribas-Fito, N.; Villanueva, C.; Sunyer, J.; Hoek, G.; Brunekreef, B.								Estimation of urban air pollution exposure during pregnancy using a GIS-based methodology								EPIDEMIOLOGY				17	6			S111	S111		10.1097/00001648-200611001-00270			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443400270		
J	Baxter, L.; Clougherty, J.; Levy, J.								Predicting residential indoor air pollution concentrations using GIS and questionnaire data								EPIDEMIOLOGY				17	6			S218	S218		10.1097/00001648-200611001-00556			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443401085		
J	Buzzelli, M.; Su, J.; Ainslie, B.; Steyn, D.; Brauer, M.; Larson, T.								A GIS spatiotemporal model of ambient air pollution exposure								EPIDEMIOLOGY				17	6			S112	S112		10.1097/00001648-200611001-00274			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	1							WOS:000241443400274		
J	Clougherty, J.; Levy, J.; Ryan, P. B.; Wright, R.								GIS-based retrospective assessment of traffic-related air pollution exposures, and social-environmental influences on childhood asthma								EPIDEMIOLOGY				17	6			S111	S111					NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443400271		
J	Clougherty, J.; Baxter, L.; Wright, R.; Levy, J.								Intra-urban residential variability in PM2.5, EC, NO2, and GIS-based exploration of meteorologic and site-specific modification in the traffic-concentration relationship								EPIDEMIOLOGY				17	6			S111	S112					NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443400272		
J	Ha, E. H.; Kim, O.; Kim, B. M.; Seo, J. H.; Oh, S. Y.; Park, H. S.; Kim, Y. J.; Lee, B. E.; Leem, J.; Hong, Y.								GIS based environmental surveillance of low birth weight in Korea								EPIDEMIOLOGY				17	6			S377	S377		10.1097/00001648-200611001-01003			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443402024		
J	Harrison, F.; Lake, I.								Using GIS for exposure assessment in drinking water and health studies								EPIDEMIOLOGY				17	6			S327	S328		10.1097/00001648-200611001-00865			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443401394		
J	Hong, S. C.; Kim, Y. S.; Choi, S. H.								Exposure assessment of electromagnetic field by using 3D GIS								EPIDEMIOLOGY				17	6			S476	S476		10.1097/00001648-200611001-01280			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443402301		
J	Iniguez, C.; Estarlich, M.; Esplugues, A.; Ballester, F.; Fernandez-Patier, R.; Aguirre, A.; Aguilera, I.								Use of GIS tools for assessing residential exposure to outdoor nitrogen dioxide								EPIDEMIOLOGY				17	6			S477	S477					NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443402303		
J	Jensen, Steen Solvang								A GIS-GPS modeling system for personal exposure to traffic air pollution								EPIDEMIOLOGY				17	6			S38	S38		10.1097/00001648-200611001-00058			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	2							WOS:000241443400058		
J	Jerrett, Michael; Cockburn, Myles; Feng, Guarjun; Sun, Ping; Chou, Chih Ping; Chen, Ning; Palmer, Paula; Pike, James; Johnson, Andy								Using GPS and GIS to assess the exposure of teenagers to tobacco, alcohol, and fast food outlets in Chengdu, China								EPIDEMIOLOGY				17	6			S38	S39		10.1097/00001648-200611001-00060			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	1							WOS:000241443400060		
J	Marcilio, I.; Lopes, M.; Prado, R.; Souza, M.; Gouveia, N.								Residence near a municipal solid waste incinerator and cancer risk: An analysis using a Geographic Information System (GIS)								EPIDEMIOLOGY				17	6			S479	S479		10.1097/00001648-200611001-01287			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	1							WOS:000241443402308		
J	Mohan, R.; Leonardi, G.; Robins, A.; Jefferis, S.; Coy, J.; Wight, J.; Murray, V.								The application of atmospheric dispersion modelling and Geographical Information Systems (GIS) to improve estimates of human exposure to chemicals around a landfill site for an epidemiological study								EPIDEMIOLOGY				17	6			S481	S481		10.1097/00001648-200611001-01291			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	1							WOS:000241443402312		
J	Morgenstern, V.; Cyrys, J.; Zutavern, A.; Wichmann, H. E.; Heinrich, J.								Traffic-related air pollution and respiratory health during the first 2 years using an extended GIS-based exposure model								EPIDEMIOLOGY				17	6			S285	S285		10.1097/00001648-200611001-00743			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443401272		
J	Pearce, J.; Naeher, L.; Aguilar-Villalobos, M.; Ryan, B.								Use of GIS to characterize pedestrian exposure to street level air pollution - Cusco, Peru								EPIDEMIOLOGY				17	6			S482	S482		10.1097/00001648-200611001-01294			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443402315		
J	Poli, A.; di Giovandomenico, P.; Metallo, M. C.								Dynamic and integrated GIS-RDBMS tools to develop and manage air pollutant emission inventories								EPIDEMIOLOGY				17	6			S265	S265		10.1097/00001648-200611001-00689			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443401218		
J	Thomas, L.; Hodgson, S.; Nieuwenhuijsen, M.; Colvile, R.; Jarup, L.								Identifying populations exposed to cadmium using air dispersion modelling and GIS								EPIDEMIOLOGY				17	6			S483	S484		10.1097/00001648-200611001-01297			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443402318		
J	Volckens, J.; Benton-Vitz, K.; Nuckols, J.; Rabinovitch, N.; Strand, M.; Stuhlman, K.								New innovations in exposure assessment: Mapping personal exposure to airborne particles with GPS, GIS, and real-time PM monitors								EPIDEMIOLOGY				17	6			S222	S222		10.1097/00001648-200611001-00566			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443401095		
J	Youd, J. M.; Tomkins, C. S.; Lee, Y. P.; Cook, A. G.; Thompson, P. J.; Weinstein, P.								Are asthma hospitalisations caused by living near major highways? A GIS approach								EPIDEMIOLOGY				17	6			S291	S291		10.1097/00001648-200611001-00760			NOV 2006	2006						ISEE/ISEA 2006 Conference	2006	ISEE; ISEA	Paris, FRANCE	0							WOS:000241443401289		
J	Skvortsova, E. B.; Rukhovich, D. I.; Koroleva, P. V.								Compilation of schematic maps of soil pore space with the use of geoinformation and micromorphometric technologies								EURASIAN SOIL SCIENCE				39	11			1217	1227		10.1134/S1064229306110093			NOV 2006	2006										4							WOS:000245174800009		
