PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Haining, R; Ma, JS; Wise, S								Design of a software system for interactive spatial statistical analysis linked to a GIS								COMPUTATIONAL STATISTICS				11	4			449	466					1996	1996										22							WOS:A1996VT30100006		
J	Cook, D; Majure, JJ; Symanzik, J; Cressie, N								Dynamic graphics in a GIS: Exploring and analyzing multivariate spatial data using linked software								COMPUTATIONAL STATISTICS				11	4			467	480					1996	1996										24							WOS:A1996VT30100007		
J	Pissinou, N; Vanapipat, K								Active database rules in distributed database systems - A dynamic approach to solving structural and semantic conflicts in distributed database systems								COMPUTER SYSTEMS SCIENCE AND ENGINEERING				11	1			35	44					JAN 1996	1996										5							WOS:A1996TR24100003		
J	MacDonald, ML								A multi-attribute spatial decision support system for solid waste planning								COMPUTERS ENVIRONMENT AND URBAN SYSTEMS				20	1			1	17		10.1016/S0198-9715(96)00006-3			JAN 1996	1996										42							WOS:A1996WQ21700001		
J	Hassen, K; Beard, K								A reference model framework to evaluate visualization of positional change in spatial databases								COMPUTERS ENVIRONMENT AND URBAN SYSTEMS				20	1			43	62		10.1016/S0198-9715(96)00009-9			JAN 1996	1996										0							WOS:A1996WQ21700003		
J	Becker, L; Voigtmann, A; Hinrichs, KH								Temporal support for geo-data in object-oriented databases								Lecture Notes in Computer Science				1134				79	93					1996	1996						7th International Conference on Database and Expert Systems Applications (DEXA 96)	SEP 09-13, 1996	Univ Zurich; DEXA Assoc; Swiss Informaticians Soc; Austrian Comp Soc; GI; Res Inst Appl Knowledge Proc	ZURICH, SWITZERLAND	2							WOS:A1996BH80G00008		
J	Shalina, EV								Unit for atmospheric correction of satellite imagery in the GIS framework								EARTH OBSERVATION AND REMOTE SENSING				13	4			587	595					1996	1996										0							WOS:A1996WL08600007		
J	VanderZee, D								GIS and the land unit in land evaluation.								EKOLOGIA-BRATISLAVA				15	1			129	137					1996	1996										0							WOS:A1996UG49400015		
J	Anagnostakis, MJ; Hinis, EP; Simopoulos, SE; Angelopoulos, MG								Natural radioactivity mapping of Greek surface soils								ENVIRONMENT INTERNATIONAL				22				S3	S8					1996	1996						6th International Symposium on The Natural Radiation Environment (NRE-VI)	JUN 05-09, 1995		MONTREAL, CANADA	22							WOS:A1996XK59200003		
J	Siniscalchi, AJ; Tibbetts, SJ; Beakes, RC; Soto, X; Thomas, MA; McHone, NW; Rydell, S								A health risk assessment model for homeowners with multiple pathway radon exposure								ENVIRONMENT INTERNATIONAL				22				S739	S747					1996	1996						6th International Symposium on The Natural Radiation Environment (NRE-VI)	JUN 05-09, 1995		MONTREAL, CANADA	3							WOS:A1996XK59200095		
J	Marshall, IB; Smith, CAS; Selby, CJ								National framework for monitoring and reporting on environmental sustainability in Canada								ENVIRONMENTAL MONITORING AND ASSESSMENT				39	1-3			25	38		10.1007/BF00396133			JAN-FEB 1996	1996						Global to Local - Ecological Land Classification Conference	AUG 14-17, 1994	Canadian Forest Serv, ELC Steering Comm	THUNDER BAY, CA	23							WOS:A1996TZ51900006		
J	Perera, AH; Baker, JA; Band, LE; Baldwin, DJB								A strategic framework to eco-regionalize Ontario								ENVIRONMENTAL MONITORING AND ASSESSMENT				39	1-3			85	96		10.1007/BF00396138			JAN-FEB 1996	1996						Global to Local - Ecological Land Classification Conference	AUG 14-17, 1994	Canadian Forest Serv, ELC Steering Comm	THUNDER BAY, CA	4							WOS:A1996TZ51900011		
J	Bajzak, D; Roberts, BA								Development of ecological land classification and mapping in support of forest management in northern Newfoundland, Canada								ENVIRONMENTAL MONITORING AND ASSESSMENT				39	1-3			199	213		10.1007/BF00396145			JAN-FEB 1996	1996						Global to Local - Ecological Land Classification Conference	AUG 14-17, 1994	Canadian Forest Serv, ELC Steering Comm	THUNDER BAY, CA	4							WOS:A1996TZ51900018		
J	Howard, DC; Bunce, RGH								The Countryside Information System: A strategic-level decision support system								ENVIRONMENTAL MONITORING AND ASSESSMENT				39	1-3			373	384		10.1007/BF00396156			JAN-FEB 1996	1996						Global to Local - Ecological Land Classification Conference	AUG 14-17, 1994	Canadian Forest Serv, ELC Steering Comm	THUNDER BAY, CA	14							WOS:A1996TZ51900029		
J	Gillespie, MK; Howard, DC; Ness, MJ; Fuller, RM								Linking satellite and field survey data, through the use of GIS, as implemented in Great Britain in the Countryside Survey 1990 project								ENVIRONMENTAL MONITORING AND ASSESSMENT				39	1-3			385	398		10.1007/BF00396157			JAN-FEB 1996	1996						Global to Local - Ecological Land Classification Conference	AUG 14-17, 1994	Canadian Forest Serv, ELC Steering Comm	THUNDER BAY, CA	2							WOS:A1996TZ51900030		
J	Smalley, GW; Sharber, LB; Gregory, JC								Ecological land classification as a basic theme for the management of wildlands in Tennessee: A start								ENVIRONMENTAL MONITORING AND ASSESSMENT				39	1-3			579	588		10.1007/BF00396170			JAN-FEB 1996	1996						Global to Local - Ecological Land Classification Conference	AUG 14-17, 1994	Canadian Forest Serv, ELC Steering Comm	THUNDER BAY, CA	4							WOS:A1996TZ51900043		
J	Wania, F								Spatial variability in compartmental fate modelling - Linking fugacity models and GIS								ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH				3	1			39	46		10.1007/BF02986813			1996	1996										13							WOS:A1996UF41100009		
J	Martens, DM; DiBiase, JF								TCM-Manager: A PC-based total catchment management decision support system								ENVIRONMENTAL SOFTWARE				11	1-3			1	7		10.1016/S0266-9838(96)00033-0			1996	1996						11th Biennial Conference on Modelling and Simulation	NOV, 1995	MSSA; IMACS	NEWCASTLE, AUSTRALIA	21							WOS:A1996WE39200002		
J	Rutherford, MC; OCallaghan, M; Powrie, LW; Hurford, JL; Schulze, RE								Predicting survival in new environments through analytical GIS application								ENVIRONMENTAL SOFTWARE				11	1-3			113	121		10.1016/S0266-9838(96)00024-X			1996	1996						11th Biennial Conference on Modelling and Simulation	NOV, 1995	MSSA; IMACS	NEWCASTLE, AUSTRALIA	6							WOS:A1996WE39200016		
J	Hromadka, TV; Yen, CC								An integrated stormwater management GIS software system								ENVIRONMENTAL SOFTWARE				11	4			209	219		10.1016/S0266-9838(96)00005-6			1996	1996										4							WOS:A1996WQ90200002		
J	Irvine, KN; Pettibone, GW								Planning level evaluation of densities and sources of indicator bacteria in a mixed land use watershed								ENVIRONMENTAL TECHNOLOGY				17	1			1	12		10.1080/09593331708616355			JAN 1996	1996										13							WOS:A1996TX75600001		
J	Hawtin, G; Iwanaga, M; Hodgkin, T								Genetic resources in breeding for adaptation								EUPHYTICA				92	1-2			255	266		10.1007/BF00022853			1996	1996						XIV EUCARPIA Congress on Adaptation in Plant Breeding	JUL 31-AUG 04, 1995	European Assoc Res Plant Breeding	JYVASKYLA, FINLAND	19							WOS:A1996VT61200033		
J	Kienast, F; Brzeziecki, B; Wildi, O								Long-term adaptation potential of Central European mountain forests to climate change: A GIS-assisted sensitivity assessment								FOREST ECOLOGY AND MANAGEMENT				80	1-3			133	153		10.1016/0378-1127(95)03633-4			JAN 1996	1996										34							WOS:A1996TT31100011		
J	Arlinghaus, SL								Geographical record - A path through recent GIS literature								GEOGRAPHICAL REVIEW				86	1			101	107		10.2307/215144			JAN 1996	1996										1							WOS:A1996WM74200008		
J	Judd, MD; Hampton, BF; Farish, O								Modelling partial discharge excitation of UHF signals in waveguide structures using Green's functions								IEE PROCEEDINGS-SCIENCE MEASUREMENT AND TECHNOLOGY				143	1			63	70		10.1049/ip-smt:19960029			JAN 1996	1996										22							WOS:A1996TR57800011		
J	Solberg, AHS; Taxt, T; Jain, AK								A Markov random field model for classification of multisource satellite imagery								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				34	1			100	113		10.1109/36.481897			JAN 1996	1996										250							WOS:A1996TT93400013		
J	Okabe, S; Koto, M; Endo, F; Kobayashi, K								Insulation characteristics of GIS spacer for very fast transient overvoltage								IEEE TRANSACTIONS ON POWER DELIVERY				11	1			210	218		10.1109/61.484018			JAN 1996	1996						1995 IEEE/PES Winter Meeting	JAN 29-FEB 02, 1995	IEEE, Power Engn Soc	NEW YORK, NY	7							WOS:A1996TT93900023		
J	Mizuno, K; Tsutsumi, M; Matsumura, M; Yagi, Y								Development of highly reliable control systems for the gas-insulated switchgear								IEEE TRANSACTIONS ON POWER DELIVERY				11	1			219	226		10.1109/61.484019			JAN 1996	1996						1995 IEEE/PES Winter Meeting	JAN 29-FEB 02, 1995	IEEE, Power Engn Soc	NEW YORK, NY	1							WOS:A1996TT93900024		
J	Simoni, R								The role of spatial planning in regional risk management								INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION				6	4-6			581	586					1996	1996										0							WOS:A1996VH47100014		
J	Fisher, P; Strachan, A; Stuart, N								UK Developments in Environmental GIS: In honour of T. Coppock								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SYSTEMS				10	1			3	&					JAN-FEB 1996	1996										2							WOS:A1996TX54600001		
J	Strachan, AJ; Stuart, N								UK developments in environmental GIS								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SYSTEMS				10	1			17	20		10.1080/02693799608902064			JAN-FEB 1996	1996										1							WOS:A1996TX54600009		
J	HainesYoung, R; Watkins, C								The rural data infrastructure								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SYSTEMS				10	1			21	46		10.1080/02693799608902065			JAN-FEB 1996	1996						Seminar/Conference on UK Developments in Environmental GIS	SEP 23-24, 1993		LEICESTER, ENGLAND	9							WOS:A1996TX54600010		
J	MedyckyjScott, D; Cuthbertson, M; Newman, I								Discovering environmental data: Metadatabases, network information resource tools and the GENIE system								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SYSTEMS				10	1			65	84		10.1080/02693799608902067			JAN-FEB 1996	1996						Seminar/Conference on UK Developments in Environmental GIS	SEP 23-24, 1993		LEICESTER, ENGLAND	6							WOS:A1996TX54600012		
J	Wilkinson, GG								A review of current issues in the integration of GIS and remote sensing data								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SYSTEMS				10	1			85	101		10.1080/02693799608902068			JAN-FEB 1996	1996						Seminar/Conference on UK Developments in Environmental GIS	SEP 23-24, 1993		LEICESTER, ENGLAND	58							WOS:A1996TX54600013		
J	Leggett, DJ; Jones, A								The application of GIS for flood defence in the Anglian Region: Developing for the future								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SYSTEMS				10	1			103	116		10.1080/02693799608902069			JAN-FEB 1996	1996						Seminar/Conference on UK Developments in Environmental GIS	SEP 23-24, 1993		LEICESTER, ENGLAND	4							WOS:A1996TX54600014		
J	Healey, RG; Robertson, SG; Magor, JI; Pender, J; Cressman, K								A GIS for desert locust forecasting and monitoring								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SYSTEMS				10	1			117	136		10.1080/02693799608902070			JAN-FEB 1996	1996						Seminar/Conference on UK Developments in Environmental GIS	SEP 23-24, 1993		LEICESTER, ENGLAND	6							WOS:A1996TX54600015		
B	Howard, DC								Landscape ecology and GIS - Young,RH, Green,DR, Cousins,SH								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SYSTEMS				10	1			137	138		10.1080/02693799608902071			JAN-FEB 1996	1996										0							WOS:A1996TX54600016		
B	Clarke, G								Bringing GIS into business - Grimshaw,D								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SYSTEMS				10	1			138	139		10.1080/02693799608907238			JAN-FEB 1996	1996										0							WOS:A1996TX54600017		
B	Farthing, K								The GIS book, 3rd edition - Korte,GB								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SYSTEMS				10	1			139	141		10.1080/02693799608907239			JAN-FEB 1996	1996										0							WOS:A1996TX54600018		
B	Healey, RG								Environmental modelling with GIS - Goodchild,MF, Parks,BO, Steyaert,LT								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SYSTEMS				10	1			141	142		10.1080/02693799608907240			JAN-FEB 1996	1996										0							WOS:A1996TX54600019		
J	DaVilla, F; Panizzolo, R								An empirical study of the adoption and implementation of advanced technologies in the Italian public sector								INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT				12	2			181	198					1996	1996										2							WOS:A1996VQ63800004		
J	Bartlett, RE								GIS-CAD and the new urban planning universe								ITE JOURNAL-INSTITUTE OF TRANSPORTATION ENGINEERS				66	1			47	49					JAN 1996	1996										2							WOS:A1996TP15000012		
J	Midmore, P								Towards a postmodern agricultural economics								JOURNAL OF AGRICULTURAL ECONOMICS				47	1			1	17		10.1111/j.1477-9552.1996.tb00667.x			JAN 1996	1996										9							WOS:A1996TV75100001		
J	McKinney, DC; Tsai, HL								Multigrid methods in GIS grid-cell-based modeling environment								JOURNAL OF COMPUTING IN CIVIL ENGINEERING				10	1			25	30		10.1061/(ASCE)0887-3801(1996)10:1(25)			JAN 1996	1996										5							WOS:A1996TN83300006		
J	Gumbricht, T								Application of GIS in training for environmental management								JOURNAL OF ENVIRONMENTAL MANAGEMENT				46	1			17	30		10.1006/jema.1996.0003			JAN 1996	1996										4							WOS:A1996TQ81200002		
J	Ozkaynak, H; Xue, JP; Zhou, H; Spengler, JD; Thurston, GD								Intercommunity differences in acid aerosol (H+)/sulfate (SO42-) ratios								JOURNAL OF EXPOSURE ANALYSIS AND ENVIRONMENTAL EPIDEMIOLOGY				6	1			35	55					JAN-MAR 1996	1996										5							WOS:A1996UD68600004		
J	Hasunuma, T; Shibata, Y								The number of labeled graphs placeable by a given permutation								JOURNAL OF GRAPH THEORY				21	1			11	19					JAN 1996	1996										1							WOS:A1996TL30100002		
J	Petrie, H; Johnson, V; Strothotte, T; Raab, A; Fritz, S; Michel, R								MOBIC: Designing a travel aid for blind and elderly people								JOURNAL OF NAVIGATION				49	1			45	52		10.1017/S0373463300013084			JAN 1996	1996										47							WOS:A1996TJ18900005		
J	Sheehy, DP; Vavra, M								Ungulate foraging areas on seasonal rangeland in northeastern Oregon								JOURNAL OF RANGE MANAGEMENT				49	1			16	23		10.2307/4002719			JAN 1996	1996										14							WOS:A1996TP46800003		
J	Audet, RH; Abegg, GL								Geographic Information Systems: Implications for problem solving								JOURNAL OF RESEARCH IN SCIENCE TEACHING				33	1			21	45		10.1002/(SICI)1098-2736(199601)33:1<21::AID-TEA2>3.3.CO;2-F			JAN 1996	1996										34							WOS:A1996TN04400003		
J	Franko, U								Simulation of carbon and nitrogen dynamics in rural areas								LANDBAUFORSCHUNG VOLKENRODE				46	3			114	120					1996	1996										1							WOS:A1996VT87700002		
J	Xiang, WN								GIS-based riparian buffer analysis: Injecting geographic information into landscape planning								LANDSCAPE AND URBAN PLANNING				34	1			1	10		10.1016/0169-2046(95)00206-5			JAN 1996	1996										49							WOS:A1996UB05600001		
J	Apan, AA								Tropical landscape characterization and analysis for forest rehabilitation planning using satellite data and GIS								LANDSCAPE AND URBAN PLANNING				34	1			45	54		10.1016/0169-2046(95)00201-4			JAN 1996	1996										4							WOS:A1996UB05600005		
J	Baskent, EZ; Jordan, GA								Designing forest management to control spatial structure of landscapes								LANDSCAPE AND URBAN PLANNING				34	1			55	74		10.1016/0169-2046(95)00200-6			JAN 1996	1996										33							WOS:A1996UB05600006		
J	ERVIN, SM								INTEGRATING GIS AND CAD								LANDSCAPE ARCHITECTURE				86	1			26	28					JAN 1996	1996										0							WOS:A1996TX39200004		
J	Herold, P								Moving geospatial data to the Web: GIS at Mann Library								LIBRARY HI TECH				14	4			86	87					1996	1996										0							WOS:A1996XD43000012		
J	Klammer, D								Generalized ecological evaluation. Is it useful to regional planning?								MITTEILUNGEN DER OSTERREICHISCHEN GEOGRAPHISCHEN GESELLSCHAFT				138				91	102					1996	1996										0							WOS:A1996WN82100006		
J	Frihy, OE								Some proposals for coastal management of the Nile delta coast								OCEAN & COASTAL MANAGEMENT				30	1			43	59		10.1016/0964-5691(95)00044-5			1996	1996										13							WOS:A1996VF87200002		
J	Runca, E; Bernstein, A; Postma, L; DiSilvio, G								Control of macroalgae blooms in the Lagoon of Venice								OCEAN & COASTAL MANAGEMENT				30	2-3			235	257		10.1016/0964-5691(95)00065-8			1996	1996										18							WOS:A1996VK02200009		
J	Ottitsch, A								Land use potential analysis Achenkirch								PHYTON-ANNALES REI BOTANICAE				36	4			119	130					1996	1996										0							WOS:A1996WF74900010		
J	[Anonymous]								Chilean-based pipeline awards GIS contract								PIPELINE & GAS JOURNAL				223	1			17	17					JAN 1996	1996										0							WOS:A1996TQ22800025		
J	Barton, Y								Geographic information systems - Introduction								PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING				114				1	1					1996	1996										0							WOS:A1996WE48500001		
J	Parker, D								An introduction to GIS and the impact on civil engineering								PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING				114				3	11		10.1680/icien.1996.28911			1996	1996										1							WOS:A1996WE48500002		
J	Thomas, M								Implementing GIS across a business								PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING				114				12	18		10.1680/icien.1996.28909			1996	1996										1							WOS:A1996WE48500003		
J	Oman, C								GIS and the channel tunnel rail link								PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING				114				19	22		10.1680/icien.1996.28910			1996	1996										0							WOS:A1996WE48500004		
J	Ray, CF								The use of GIS in a major water utility company								PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING				114				23	29		10.1680/icien.1996.28912			1996	1996										1							WOS:A1996WE48500005		
J	Simmons, G								Practical applications of GPS for GIS and civil engineering								PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING				114				30	34		10.1680/icien.1996.28913			1996	1996										1							WOS:A1996WE48500006		
J	Vincent, SPR; Metcalfe, RE; Tong, DP								Practical application of satellite remote sensing as a source of information for civil engineering projects and CIS								PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING				114				35	43		10.1680/icien.1996.28914			1996	1996										0							WOS:A1996WE48500007		
J	Mingins, P								The future of GIS								PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING				114				44	50		10.1680/icien.1996.28915			1996	1996										0							WOS:A1996WE48500008		
J	Goloubenkov, AV; Borodin, RV; Meleshkin, MA								Radioecological analysis support system (RECASS), input/output data processing. Creating, manipulation and visualisation of the multidimensional dynamic stochastic fields								RADIATION PROTECTION DOSIMETRY				64	1-2			97	101		10.1093/oxfordjournals.rpd.a031570			1996	1996										2							WOS:A1996UH94600017		
J	Shershakov, VM; Baranov, AY; Borodin, RV; Golubenkov, AV; Godko, AM; Kosykh, VS; Korenev, AI; Meleshkin, MA								Informatics support for analysing the radiological impact of areas affected by the Chernobyl accident								RADIATION PROTECTION DOSIMETRY				64	1-2			149	155		10.1093/oxfordjournals.rpd.a031554			1996	1996										1							WOS:A1996UH94600024		
J	Kozak, J; Nemecek, J; Jetmar, M								The database of soil information system - PUGIS								ROSTLINNA VYROBA				42	12			529	534					1996	1996										7							WOS:A1996VY37100001		
J	Kozak, J; Vacek, O								The mathematical model (BPS) for prediction of pesticide Behaviour In Soils								ROSTLINNA VYROBA				42	12			551	558					1996	1996										6							WOS:A1996VY37100005		
J	Nalli, A; Nuutinen, T; Paivinen, R								Site-specific constraints in integrated forest planning								SCANDINAVIAN JOURNAL OF FOREST RESEARCH				11	1			85	96		10.1080/02827589609382915			1996	1996										19							WOS:A1996UE51200010		
J	Naesset, E								Derivation of stumpage value and logging costs for individual forest stands using aerial photographs and cartographic modelling								SCANDINAVIAN JOURNAL OF FOREST RESEARCH				11	4			388	396		10.1080/02827589609382951			1996	1996										0							WOS:A1996VY86600010		
J	Luzi, L; Pergalani, F								Applications of statistical and GIS techniques to slope instability zonation (1:50.000 Fabriano geological map sheet)								SOIL DYNAMICS AND EARTHQUAKE ENGINEERING				15	2			83	94		10.1016/0267-7261(95)00031-3			1996	1996										41							WOS:A1996TY28600004		
J	Beyers, N; Gie, RP; Zietsman, HL; Kunneke, M; Hauman, J; Tatley, M; Donald, PR								The use of a geographical information system (GIS) to evaluate the distribution of tuberculosis in a high-incidence community								SOUTH AFRICAN MEDICAL JOURNAL				86	1			40	44					JAN 1996	1996										63							WOS:A1996TQ61900017		
J	Keleher, CJ; Rahel, FJ								Thermal limits to salmonid distributions in the rocky mountain region and potential habitat loss due to global warming: A geographic information system (GIS) approach								TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY				125	1			1	13		10.1577/1548-8659(1996)125<0001:TLTSDI>2.3.CO;2			JAN 1996	1996										119							WOS:A1996TP35000001		
J	Bingner, RL								Runoff simulated from Goodwin Creek Watershed using SWAT								TRANSACTIONS OF THE ASAE				39	1			85	90					JAN-FEB 1996	1996										57							WOS:A1996TX42700011		
J	Zhao, J; Lee, KW								Construction and utilization of rock caverns in Singapore .3. Planning and location selection								TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY				11	1			81	84		10.1016/0886-7798(96)00056-9			JAN 1996	1996										10							WOS:A1996TZ43300013		
J	Behrendt, H; Lademann, L; Pagenkopf, WG; Pothig, R								Vulnerable areas of phosphorus leaching - Detection by GIS-analysis and measurements of phosphorus sorption capacity								WATER SCIENCE AND TECHNOLOGY				33	4-5			175	181		10.1016/0273-1223(96)00228-4			1996	1996						2nd International IAWQ Specialized Conference and Symposia on Diffuse Pollution	AUG 13-18, 1995	Int Assoc Water Qual	BRNO, CZECH REPUBLIC	13							WOS:A1996UW04900024		
J	Meiner, A								Integration of GIS and a dynamic spatially distributed model for non-point source pollution management								WATER SCIENCE AND TECHNOLOGY				33	4-5			211	218		10.1016/0273-1223(96)00233-8			1996	1996						2nd International IAWQ Specialized Conference and Symposia on Diffuse Pollution	AUG 13-18, 1995	Int Assoc Water Qual	BRNO, CZECH REPUBLIC	4							WOS:A1996UW04900029		
J	Burkart, MR; Feher, J								Regional estimation of ground water vulnerability to nonpoint sources of agricultural chemicals								WATER SCIENCE AND TECHNOLOGY				33	4-5			241	247		10.1016/0273-1223(96)00237-5			1996	1996						2nd International IAWQ Specialized Conference and Symposia on Diffuse Pollution	AUG 13-18, 1995	Int Assoc Water Qual	BRNO, CZECH REPUBLIC	19							WOS:A1996UW04900033		
J	Everitt, JH; Escobar, DE; Alaniz, MA; Davis, MR; Richerson, JV								Using spatial information technologies to map Chinese tamarisk (Tamarix chinensis) infestations								WEED SCIENCE				44	1			194	201					JAN-MAR 1996	1996										68							WOS:A1996UA33100030		
J	Folsz, F; Meszaros, C; Rapcsak, T								Distribution of gas cylinders								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				87	3			613	623		10.1016/0377-2217(95)00234-0			DEC 21 1995	1995										6							WOS:A1995TM01300028		
J	MATHUR, S; ELVIS, M; SINGH, KP								STRONG X-RAY-ABSORPTION IN A BROAD ABSORPTION-LINE QUASAR - PHL-5200								ASTROPHYSICAL JOURNAL				455	1			L9	L12					DEC 10 1995	1995										52							WOS:A1995TG83100003		
J	Aber, JD; Ollinger, SV; Federer, CA; Reich, PB; Goulden, ML; Kicklighter, DW; Melillo, JM; Lathrop, RG								Predicting the effects of climate change on water yield and forest production in the northeastern United States								CLIMATE RESEARCH				5	3			207	222		10.3354/cr005207			DEC 7 1995	1995										212							WOS:A1995TV24700003		
J	Park, J; Cousins, SH								Soil biological health and agro-ecological change								AGRICULTURE ECOSYSTEMS & ENVIRONMENT				56	2			137	148		10.1016/0167-8809(95)00624-9			DEC 1995	1995										10							WOS:A1995UB13600005		
J	Hinrichs, A								Assessment of Informations Systems from the management viewpoint - A contribution to the discussion about the usefulness of Geographic Information Systems in forest enterprises								ALLGEMEINE FORST UND JAGDZEITUNG				166	12			225	229					DEC 1995	1995										0							WOS:A1995TN20200001		
J	Engel, B; Randhir, T; Lee, J								A distributed parameter/GIS approach to reduce agricultural pollution								AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS				77	5			1358	1358					DEC 1995	1995										0							WOS:A1995UA02700084		
J	Dai, Q; Fletcher, J; Phipps, T; Yuill, C								Development of a GIS decision support system for water quality policy analysis								AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS				77	5			1372	1372					DEC 1995	1995										0							WOS:A1995UA02700210		
J	PRAVDO, SH; DAY, CSR; ANGELINI, L; HARMON, BA; YOSHIDA, A; SARASWAT, P								ASCA AND GRO OBSERVATIONS OF GX-301-2								ASTROPHYSICAL JOURNAL				454	2			872	879		10.1086/176540			DEC 1 1995	1995										38							WOS:A1995TF08800034		
J	LINDENMAYER, DB; POSSINGHAM, HP								MODELING THE VIABILITY OF METAPOPULATIONS OF THE ENDANGERED LEADBEATERS POSSUM IN SOUTHEASTERN AUSTRALIA								BIODIVERSITY AND CONSERVATION				4	9			984	1018		10.1007/BF00058208			DEC 1995	1995										22							WOS:A1995TH38700004		
J	Li, ZL								An examination of algorithms for the detection of critical points on digital cartographic lines								CARTOGRAPHIC JOURNAL				32	2			121	125		10.1179/caj.1995.32.2.121			DEC 1995	1995										9							WOS:A1995TR87200004		
J	Collier, P; Fontana, D; Pearson, A								GIS mapping of Langstone Harbour for an integrated ecological and archaeological study								CARTOGRAPHIC JOURNAL				32	2			137	142		10.1179/caj.1995.32.2.137			DEC 1995	1995										3							WOS:A1995TR87200006		
B	Probert, M								Innovations in GIS 2: Selected papers from the Second National Conference on GIS Research UK - Fisher,P								CARTOGRAPHIC JOURNAL				32	2			187	188					DEC 1995	1995										0							WOS:A1995TR87200013		
J	[Anonymous]								GIS and image processing software - TNTMIPS 5.1								CARTOGRAPHIC JOURNAL				32	2			194	194					DEC 1995	1995										0							WOS:A1995TR87200016		
J	Wang, FJ; Donaghy, P								A study of the impact of automated editing on polygon overlay analysis accuracy								COMPUTERS & GEOSCIENCES				21	10			1177	1185		10.1016/0098-3004(95)00048-8			DEC 1995	1995										4							WOS:A1995TN52400005		
J	Burke, VJ; Gibbons, JW								Terrestrial buffer zones and wetland conservation: A case study of freshwater turtles in a Carolina bay								CONSERVATION BIOLOGY				9	6			1365	1369		10.1046/j.1523-1739.1995.09061365.x			DEC 1995	1995										113							WOS:A1995TL67200006		
J	Buell, AC; Pickart, AJ; Stuart, JD								Introduction history and invasion patterns of Ammophila arenaria on the north coast of California								CONSERVATION BIOLOGY				9	6			1587	1593		10.1046/j.1523-1739.1995.09061587.x			DEC 1995	1995										33							WOS:A1995TL67200026		
J	Ladefoged, TN								The evolutionary ecology of Rotuman political integration								JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY				14	4			341	358		10.1006/jaar.1995.1017			DEC 1995	1995										16							WOS:A1995TM54200001		
J	Shaffer, MJ; Wylie, BK; Hall, MD								Identification and mitigation of nitrate leaching hot spots using NLEAP-GIS technology								JOURNAL OF CONTAMINANT HYDROLOGY				20	3-4			253	263		10.1016/0169-7722(95)00072-0			DEC 1995	1995						Symposium on Integrated Nitrogen Management in Relation to Leaching and Groundwater Quality, at the 15th World Congress of Soil Science	JUL 10-16, 1994		ACAPULCO, MEXICO	29							WOS:A1995TQ29900008		
J	Huwe, B; Totsche, KU								Deterministic and stochastic modelling of water, heat and nitrogen dynamics on different scales with WHNSIM								JOURNAL OF CONTAMINANT HYDROLOGY				20	3-4			265	284		10.1016/0169-7722(95)00073-9			DEC 1995	1995						Symposium on Integrated Nitrogen Management in Relation to Leaching and Groundwater Quality, at the 15th World Congress of Soil Science	JUL 10-16, 1994		ACAPULCO, MEXICO	31							WOS:A1995TQ29900009		
