PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Coughlan, JC; Running, SW								Regional ecosystem simulation: A general model for simulating snow accumulation and melt in mountainous terrain								LANDSCAPE ECOLOGY				12	3			119	136		10.1023/A:1007933813251			JUN 1997	1997										52							WOS:A1997XV63400002		
J	Stohlgren, TJ; Coughenour, MB; Chong, GW; Binkley, D; Kalkhan, MA; Schell, LD; Buckley, DJ; Berry, JK								Landscape analysis of plant diversity								LANDSCAPE ECOLOGY				12	3			155	170		10.1023/A:1007986502230			JUN 1997	1997										72							WOS:A1997XV63400004		
J	Evans, JE; Seamon, DE								A GIS model to calculate sediment yields from a small rural watershed, Old Woman creek, Erie and Huron counties, Ohio								OHIO JOURNAL OF SCIENCE				97	3			44	52					JUN 1997	1997										6							WOS:A1997XZ28100003		
J	Phaneuf, B								Underwater imaging and GIS integration with side scan sonar								PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING				63	6			651	654					JUN 1997	1997										1							WOS:A1997XC40700002		
J	Wethington, TA; Leslie, DM; Gregory, MS; Wethington, MK								Vegetative structure and land use relative to cave selection by endangered Ozark big-eared bats (Corynorhinus townsendii ingens)								SOUTHWESTERN NATURALIST				42	2			177	181					JUN 1997	1997										3							WOS:A1997XT48300008		
J	Kao, JJ; Lin, HY; Chen, WY								Network geographic information system for landfill siting								WASTE MANAGEMENT & RESEARCH				15	3			239	253		10.1177/0734242X9701500303			JUN 1997	1997										30							WOS:A1997XG12000003		
J	Sweeney, MW								Geographic information systems								WATER ENVIRONMENT RESEARCH				69	4			419	422		10.2175/106143097X134740			JUN 1997	1997										8							WOS:A1997XH75700005		
J	Tsihrintzis, Vassilios A.; Fuentes, Hector R.; Gadipudi, Rao K.								GIS-Aided Modeling of Nonpoint Source Pollution Impacts on Surface and Ground Waters								WATER RESOURCES MANAGEMENT				11	3			207	218		10.1023/A:1007912127673			JUN 1997	1997										21							WOS:000208540700004		
J	Bell, M; Neumann, H								Prehistoric intertidal archaeology and environments in the Severn Estuary, Wales								WORLD ARCHAEOLOGY				29	1			95	113		10.1080/00438243.1997.9980365			JUN 1997	1997										14							WOS:A1997XM14600006		
J	Wu, BF; Liu, HY								A simplified method of accurate geometric correction for NOAA AVHRR 1B data								INTERNATIONAL JOURNAL OF REMOTE SENSING				18	8			1795	1808					MAY 20 1997	1997										5							WOS:A1997WZ75800009		
J	Mowrer, HT								Propagating uncertainty through spatial estimation processes for old-growth subalpine forests using sequential Gaussian simulation in GIS								ECOLOGICAL MODELLING				98	1			73	86		10.1016/S0304-3800(96)01938-2			MAY 16 1997	1997										27							WOS:A1997XB33600008		
J	Mansfield, EH; Sepangi, HR; Eastwood, EA								Equilibrium and mutual attraction or repulsion of objects supported by surface tension								PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES				355	1726			869	919		10.1098/rsta.1997.0049			MAY 15 1997	1997										39							WOS:A1997XA42900002		
J	Knox, JW; Weatherhead, EK; Bradley, RI								Mapping the total volumetric irrigation water requirements in England and Wales								AGRICULTURAL WATER MANAGEMENT				33	1			1	18		10.1016/S0378-3774(96)01285-1			MAY 1997	1997										25							WOS:A1997XC76900001		
J	Guo, ZY; Burrows, DN								ASCA observations of the supernova remnant VRO 42.05.01								ASTROPHYSICAL JOURNAL				480	1			L51	&		10.1086/310605			MAY 1 1997	1997										13							WOS:A1997WW28400013		
J	Ogasawara, W; Abe, N; Hagio, T; Okada, H; Morikawa, Y								Purification and characterization of a dipeptidyl carboxypeptidase from Pseudomonas sp. WO24								BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY				61	5			858	863		10.1271/bbb.61.858			MAY 1997	1997										6							WOS:A1997XB63000020		
J	Strzepek, KM; Yates, DN								Climate change impacts on the hydrologic resources of Europe: A simplified continental scale analysis								CLIMATIC CHANGE				36	1-2			79	92		10.1023/A:1005305827527			MAY-JUN 1997	1997						International Workshop on Climate Variability and Climate Change Vulnerability and Adaptation	SEP 11-15, 1995	Charles Univ, Prague; Inst Atmospher Phys, Prague; US Country Studies Program, Washington	PRAGUE, CZECH REPUBLIC	23							WOS:A1997XH63500006		
J	Zeidler, RB								Climate change vulnerability and response strategies for the coastal zone of Poland								CLIMATIC CHANGE				36	1-2			151	173		10.1023/A:1005394909182			MAY-JUN 1997	1997						International Workshop on Climate Variability and Climate Change Vulnerability and Adaptation	SEP 11-15, 1995	Charles Univ, Prague; Inst Atmospher Phys, Prague; US Country Studies Program, Washington	PRAGUE, CZECH REPUBLIC	20							WOS:A1997XH63500011		
J	Nobre, FF; Braga, AL; Pinheiro, RS; Lopes, JAD								GISEpi: A simple geographical information system to support public health surveillance and epidemiological investigations								COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE				53	1			33	45					MAY 1997	1997										11							WOS:A1997WT70000005		
J	Cook, D; Symanzik, J; Majure, JJ; Cressie, N								Dynamic graphics in a GIS: More examples using linked software								COMPUTERS & GEOSCIENCES				23	4			371	385		10.1016/S0098-3004(97)00015-0			MAY 1997	1997										26							WOS:A1997XP41600003		
J	Davis, TJ; Keller, CP								Modelling and visualizing multiple spatial uncertainties								COMPUTERS & GEOSCIENCES				23	4			397	408		10.1016/S0098-3004(97)00012-5			MAY 1997	1997										53							WOS:A1997XP41600005		
J	Evans, BJ								Dynamic display of spatial data-reliability: Does it benefit the map user?								COMPUTERS & GEOSCIENCES				23	4			409	422		10.1016/S0098-3004(97)00011-3			MAY 1997	1997										52							WOS:A1997XP41600006		
J	Acevedo, W; Masuoka, P								Time-series animation techniques for visualizing urban growth								COMPUTERS & GEOSCIENCES				23	4			423	435		10.1016/S0098-3004(97)00006-X			MAY 1997	1997										27							WOS:A1997XP41600007		
J	Mitas, L; Brown, WM; Mitasova, H								Role of dynamic cartography in simulations of landscape processes based on multivariate fields								COMPUTERS & GEOSCIENCES				23	4			437	446		10.1016/S0098-3004(97)00007-1			MAY 1997	1997										31							WOS:A1997XP41600008		
J	Neves, N; Silva, JP; Goncalves, P; Muchaxo, J; Silva, JM; Camara, A								Cognitive spaces and metaphors: A solution for interacting with spatial data								COMPUTERS & GEOSCIENCES				23	4			483	488		10.1016/S0098-3004(97)00016-2			MAY 1997	1997										3							WOS:A1997XP41600013		
J	Rhyne, TM								Going virtual with geographic information and scientific visualization								COMPUTERS & GEOSCIENCES				23	4			489	491		10.1016/S0098-3004(97)00017-4			MAY 1997	1997										21							WOS:A1997XP41600014		
J	Bishop, ID; Karadaglis, C								Linking modelling and visualisation for natural resources management								ENVIRONMENT AND PLANNING B-PLANNING & DESIGN				24	3			345	358		10.1068/b240345			MAY 1997	1997										15							WOS:A1997XC31200004		
J	Lin, H; Wan, Q; Li, X; Chen, J; Kong, Y								GIS-based multicriteria evaluation for investment environment								ENVIRONMENT AND PLANNING B-PLANNING & DESIGN				24	3			403	414		10.1068/b240403			MAY 1997	1997										15							WOS:A1997XC31200007		
J	Bernert, JA; Eilers, JM; Sullivan, TJ; Freemark, KE; Ribic, C								A quantitative method for delineating regions: An example for the western Corn Belt plains ecoregion of the USA								ENVIRONMENTAL MANAGEMENT				21	3			405	420		10.1007/s002679900038			MAY-JUN 1997	1997										30							WOS:A1997WU84000009		
J	Osmokrovic, P; Petkovic, D; Markovic, O; Kartalovic, N; Vukic, D								Measuring system for fast transients monitoring in gas-insulated substations								EUROPEAN TRANSACTIONS ON ELECTRICAL POWER				7	3			165	172					MAY-JUN 1997	1997										1							WOS:A1997XK63100002		
J	Phillips, VD; Tvedten, AE; Liu, W; Merriam, RA								Integrated forest products from former sugarcane plantations in Hawaii								FOREST ECOLOGY AND MANAGEMENT				92	1-3			29	38		10.1016/S0378-1127(96)03959-X			MAY 1997	1997										3							WOS:A1997XA85300004		
J	[Anonymous]								GIS next generation technology								FORESTRY CHRONICLE				73	3			323	323					MAY-JUN 1997	1997										0							WOS:A1997XJ57900025		
J	Johnston, RJ								W(h)ither spatial science and spatial analysis								FUTURES				29	4-5			323	336		10.1016/S0016-3287(97)00014-1			MAY-JUN 1997	1997										5							WOS:A1997XQ10100005		
J	Rogerson, PA								The future of global population modeling								FUTURES				29	4-5			381	392		10.1016/S0016-3287(97)00019-0			MAY-JUN 1997	1997										2							WOS:A1997XQ10100008		
J	Cole, S								Futures in global space//WWW.models.GIS.media [BBR]1[/BBR]								FUTURES				29	4-5			393	418		10.1016/S0016-3287(97)00015-3			MAY-JUN 1997	1997										4							WOS:A1997XQ10100009		
J	Asano, K; Anno, K; Higashiyama, Y								The behavior of charged conducting particles in electric fields								IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS				33	3			679	686		10.1109/28.585857			MAY-JUN 1997	1997						1994 Industry Applications Society Annual Meeting	OCT 02-07, 1994	IEEE; Ind Applicat Soc	DENVER, CO	18							WOS:A1997XA74000012		
J	Faloutsos, C; Jagadish, HV; Manolopoulos, Y								Analysis of the n-dimensional quadtree decomposition for arbitrary hyperrectangles								IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING				9	3			373	383		10.1109/69.599927			MAY-JUN 1997	1997										21							WOS:A1997XG59300002		
J	Yeh, EC; Tram, R								Information integration in computerized distribution system planning								IEEE TRANSACTIONS ON POWER SYSTEMS				12	2			1008	1013		10.1109/59.589811			MAY 1997	1997										19							WOS:A1997WW13000082		
J	Haida, T; Wakabayashi, S; Tsuge, R; Sakakibara, T								Development of partial discharge monitoring technique using a neural network in a gas insulated substation								IEEE TRANSACTIONS ON POWER SYSTEMS				12	2			1014	1021		10.1109/59.589813			MAY 1997	1997										8							WOS:A1997WW13000083		
J	Mizuno, K; Ogawa, A; Nojima, K; Murase, H; Koyama, H; Wakabayashi, S; Sakakibara, T								Investigation of PD pulse propagation characteristics in GIS								IEEE TRANSACTIONS ON POWER SYSTEMS				12	2			1022	1030		10.1109/59.589815			MAY 1997	1997										4							WOS:A1997WW13000084		
J	Molina, MM; Mireles, V; Austria, PM; Zazueta, F								SICODE v2.1 - A software for the efficient distribution of water in irrigation districts.								INGENIERIA HIDRAULICA EN MEXICO				12	2			29	36					MAY-AUG 1997	1997										0							WOS:A1997XB27700003		
J	Hernon, P								GIS as a service option								JOURNAL OF ACADEMIC LIBRARIANSHIP				23	3			235	237		10.1016/S0099-1333(97)90107-5			MAY 1997	1997										1							WOS:A1997XM66700013		
J	Brewer, K; Walters, JS								US bureau of the census CD-ROMs: Unleashing the potential								JOURNAL OF GOVERNMENT INFORMATION				24	3			177	202		10.1016/S1352-0237(97)00019-1			MAY-JUN 1997	1997										0							WOS:A1997XL26900003		
J	Boren, JC; Engle, DM; Gregory, MS; Masters, RE; Bidwell, TG; Mast, VA								Landscape structure and change in a hardwood forest-tall-grass prairie ecotone								JOURNAL OF RANGE MANAGEMENT				50	3			244	249		10.2307/4003723			MAY 1997	1997										9							WOS:A1997WY34600005		
J	Yool, SR; Makaio, MJ; Watts, JM								Techniques for computer-assisted mapping of rangeland change								JOURNAL OF RANGE MANAGEMENT				50	3			307	314		10.2307/4003734			MAY 1997	1997										17							WOS:A1997WY34600016		
J	Greene, RP								The farmland conversion process in a polynucleated metropolis								LANDSCAPE AND URBAN PLANNING				36	4			291	300		10.1016/S0169-2046(96)00360-X			MAY 1997	1997										11							WOS:A1997XH35900005		
J	Holden, R; Turner, T								Western Europe, current city expansion and the use of GIS								LANDSCAPE AND URBAN PLANNING				36	4			315	326		10.1016/S0169-2046(96)00362-3			MAY 1997	1997										10							WOS:A1997XH35900007		
J	Schweik, CM; Adhikari, K; Pandit, KN								Land-cover change and forest institutions: A comparison of two sub-basins in the southern Siwalik Hills of Nepal								MOUNTAIN RESEARCH AND DEVELOPMENT				17	2			99	116		10.2307/3673825			MAY 1997	1997										32							WOS:A1997XG08600001		
J	Chen, QF; Chen, Y; Liu, J; Chen, L								Quick and approximate estimation of earthquake loss based on macroscopic index of exposure and population distribution								NATURAL HAZARDS				15	2-3			217	229					MAY 1997	1997						XXIst General Assembly of the International-Union-of-Geodesy-and-Geophysics	JUL 02-14, 1995	Int Union Geodesy & Geophys	BOULDER, CO	16							WOS:A1997XV39300008		
J	Bosakowski, T								Breeding bird abundance and habitat relationships on a private industrial forest in the western Washington Cascades								NORTHWEST SCIENCE				71	2			87	96					MAY 1997	1997										7							WOS:A1997XM58000002		
J	Skidmore, AK; Turner, BJ; Brinkhof, W; Knowles, E								Performance of a neural network: Mapping forests using GIS and remotely sensed data								PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING				63	5			501	514					MAY 1997	1997										67							WOS:A1997WX73200007		
B	Wikle, TA								The global positioning system and GIS: An introduction								PROFESSIONAL GEOGRAPHER				49	2			261	262					MAY 1997	1997										0							WOS:000168698900014		
J	Hill, D; Coquillard, P; de Vaugelas, J								Discrete-event simulation of alga expansion								SIMULATION				68	5			269	277		10.1177/003754979706800502			MAY 1997	1997										11							WOS:000078216400003		
J	Peng, ZR; Dueker, KJ; Strathman, J; Hopper, J								A simultaneous route-level transit patronage model: Demand, supply, and inter-route relationship								TRANSPORTATION				24	2			159	181		10.1023/A:1017951902308			MAY 1997	1997										25							WOS:A1997XB56500003		
J	Burkart, MR; Buhler, DD								A regional framework for analyzing weed species and assemblage distributions using a geographic information system								WEED SCIENCE				45	3			455	462					MAY-JUN 1997	1997										4							WOS:A1997XG95700024		
J	Towers, G								GIS versus the community - Siting power in southern West Virginia								APPLIED GEOGRAPHY				17	2			111	125		10.1016/S0143-6228(97)00001-5			APR 1997	1997										12							WOS:A1997WQ06300002		
J	Mertens, B; Lambin, EF								Spatial modelling of deforestation in southern Cameroon - Spatial disaggregation of diverse deforestation processes								APPLIED GEOGRAPHY				17	2			143	162		10.1016/S0143-6228(97)00032-5			APR 1997	1997										167							WOS:A1997WQ06300004		
J	Chokmani, K; Gallichand, J								Use of indexes for evaluating potential of nonpoint source pollution in two agriculture watersheds								CANADIAN AGRICULTURAL ENGINEERING				39	2			113	122					APR-JUN 1997	1997										5							WOS:A1997XU66500006		
J	Majorowicz, JA; Skinner, WR								Anomalous ground warming versus surface air warming in the Canadian Prairie provinces								CLIMATIC CHANGE				35	4			485	500		10.1023/A:1005394616350			APR 1997	1997										26							WOS:A1997WY92400007		
J	Pouch, GW								An interactive program for computer-aided map design, display, and query: EMapKGS2								COMPUTERS & GEOSCIENCES				23	3			259	266		10.1016/S0098-3004(96)00070-2			APR 1997	1997										1							WOS:A1997XC68500003		
J	Bolger, DT; Scott, TA; Rotenberry, JT								Breeding bird abundance in an urbanizing landscape in coastal southern California								CONSERVATION BIOLOGY				11	2			406	421		10.1046/j.1523-1739.1997.96307.x			APR 1997	1997										147							WOS:A1997WV11500024		
J	Smith, AP; Horning, N; Moore, D								Regional biodiversity planning and lemur conservation with GIS in western Madagascar								CONSERVATION BIOLOGY				11	2			498	512		10.1046/j.1523-1739.1997.95283.x			APR 1997	1997										57							WOS:A1997WV11500032		
J	Rebertus, AJ; Kitzberger, T; Veblen, TT; Roovers, LM								Blowdown history and landscape patterns in the Andes of Tierra del Fuego, Argentina								ECOLOGY				78	3			678	692					APR 1997	1997										58							WOS:A1997WU82900003		
J	Epstein, HE; Lauenroth, WK; Burke, IC; Coffin, DP								Productivity patterns of C-3 and C-4 functional types in the US Great Plains								ECOLOGY				78	3			722	731					APR 1997	1997										177							WOS:A1997WU82900006		
J	Fletcher, DJ; Raz, J; Fein, G								Intra-hemispheric alpha coherence decreases with increasing cognitive impairment in HIV patients								ELECTROENCEPHALOGRAPHY AND CLINICAL NEUROPHYSIOLOGY				102	4			286	294		10.1016/S0013-4694(96)96071-X			APR 1997	1997										21							WOS:A1997WW67200003		
J	vanBrakel, PA; Pienaar, M								Geographic information systems: How a World Wide Web presence can improve their availability								ELECTRONIC LIBRARY				15	2			109	116		10.1108/eb045542			APR 1997	1997										5							WOS:A1997WT50200004		
J	Zhang, MH; Geng, S; Ustin, SL; Tanji, KK								Pesticide occurrence in groundwater in Tulare County, California								ENVIRONMENTAL MONITORING AND ASSESSMENT				45	2			101	127		10.1023/A:1005734610694			APR 1997	1997										20							WOS:A1997XC01400001		
J	Sotheran, IS; FosterSmith, RL; Davies, J								Mapping of marine benthic habitats using image processing techniques within a raster-based geographic information system								ESTUARINE COASTAL AND SHELF SCIENCE				44				25	31		10.1016/S0272-7714(97)80004-2			APR 1997	1997						25th Annual Symposium of the Estuarine-and-Coastal-Sciences-Association on Science for Management in Coastal and Estuarine Waters	SEP 11-16, 1995	Estuarine & Coastal Sci Assoc; BioMar Life Project; Commiss European Union DGXII Program, Marine Sci & Tech Div; Commiss European Union DGXII Program, Environm & Climate; Commiss European Union DGXII Program, Cooperat Cent E European Countries; Aer Lingus; Bord Failte, Irish Tourist Board; Convent Bur; Bank Ireland; Baileys Ltd	TRINITY COLL, UNIV DUBLIN, DUBLIN, IRELAND	42							WOS:A1997WX84900004		
J	Binley, A; Buckley, K; Calore, C; Parodi, U; LaBarbera, P								Modelling uncertainty in estimates of recharge to a shallow coastal aquifer								HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES				42	2			155	168		10.1080/02626669709492017			APR 1997	1997										3							WOS:A1997WV62500003		
J	Runde, M; Aurud, T; Ljokelsoy, K; Lundgaard, LE; Nokleby, JE; Skyberg, B								Risk assessment basis of moving particles in gas insulated substations								IEEE TRANSACTIONS ON POWER DELIVERY				12	2			714	721		10.1109/61.584354			APR 1997	1997						1996 IEEE Transmission and Distribution Conference	SEP 15-20, 1996	IEEE	LOS ANGELES, CA	3							WOS:A1997WQ67600027		
J	deMik, EL; vanPelt, W; DoctersvanLeeuwen, B; vanderVeen, A; Schellekens, JFP; Borgdorff, MW								The geographical distribution of tick bites and erythema migrans in general practice in the Netherlands								INTERNATIONAL JOURNAL OF EPIDEMIOLOGY				26	2			451	457		10.1093/ije/26.2.451			APR 1997	1997										25							WOS:A1997WZ40300027		
J	Frank, AU; Volta, GS; McGranaghan, M								Formalization of families of categorical coverages								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE				11	3			215	231		10.1080/136588197242365			APR-MAY 1997	1997										12							WOS:A1997WQ74600001		
J	Su, B; Li, ZL; Lodwick, G; Muller, JC								Algebraic models for the aggregation of area features based upon morphological operators								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE				11	3			233	246		10.1080/136588197242374			APR-MAY 1997	1997										19							WOS:A1997WQ74600002		
J	Tsui, PHY; Brimicombe, AJ								Adaptive Recursive Tessellations (ART) for geographical information systems								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE				11	3			247	263		10.1080/136588197242383			APR-MAY 1997	1997										4							WOS:A1997WQ74600003		
J	Elston, DA; Jayasinghe, G; Buckland, ST; Macmillan, DC; Aspinall, RJ								Adapting regression equations to minimize the mean squared error of predictions made using covariate data from a GIS								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE				11	3			265	280		10.1080/136588197242392			APR-MAY 1997	1997										6							WOS:A1997WQ74600004		
J	Ferrier, G; Wadge, G								An integrated GIS and knowledge-based system as an aid for the geological analysis of sedimentary basins								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE				11	3			281	297		10.1080/136588197242400			APR-MAY 1997	1997										4							WOS:A1997WQ74600005		
J	Goodchild, MF; Hunter, GJ								A simple positional accuracy measure for linear features								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE				11	3			299	306		10.1080/136588197242419			APR-MAY 1997	1997										143							WOS:A1997WQ74600006		
J	Venkataraman, G; Madhavan, BB; Ratha, DS; Banglani, S								Integration of geological and geophysical data for the identification of sulphide mineralized zones in Rajpura-Dariba belt, Rajasthan, India								INTERNATIONAL JOURNAL OF REMOTE SENSING				18	6			1221	1232		10.1080/014311697218377			APR 1997	1997										3							WOS:A1997WR30600003		
J	Divi, RS; Franklin, JM								GIS in identifying temporal and spatial patterns of VMS deposits in Canada and Australia								JOURNAL OF AFRICAN EARTH SCIENCES				24	3			R11	R12		10.1016/S0899-5362(97)90022-1			APR 1997	1997										0							WOS:A1997YD16900022		
J	Larson, ED; Marrison, CI								Economic scales for first-generation biomass-gasifier gas turbine combined cycles fueled from energy plantations								JOURNAL OF ENGINEERING FOR GAS TURBINES AND POWER-TRANSACTIONS OF THE ASME				119	2			285	290		10.1115/1.2815572			APR 1997	1997						41st International Gas Turbine and Aeroengine Congress and Exhibition	JUN 10-13, 1996		BIRMINGHAM, ENGLAND	40							WOS:A1997WW75100004		
J	Basagaoglu, H; Celenk, E; Marino, MA; Usul, N								Selection of waste disposal sites using GIS								JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION				33	2			455	464		10.1111/j.1752-1688.1997.tb03524.x			APR 1997	1997										23							WOS:A1997WX81100021		
J	Rempel, RS; Elkie, PC; Rodgers, AR; Gluck, MJ								Timber-management and natural-disturbance effects on moose habitat: Landscape evaluation								JOURNAL OF WILDLIFE MANAGEMENT				61	2			517	524		10.2307/3802610			APR 1997	1997										72							WOS:A1997XD77900030		
J	Tucker, K; Rushton, SP; Sanderson, RA; Martin, EB; Blaiklock, J								Modelling bird distributions - a combined GIS and Bayesian rule-based approach								LANDSCAPE ECOLOGY				12	2			77	93		10.1007/BF02698209			APR 1997	1997										39							WOS:A1997XQ45000002		
J	delBarrio, G; Alvera, B; Puigdefabregas, J; Diez, C								Response of high mountain landscape to topographic variables: Central Pyrenees								LANDSCAPE ECOLOGY				12	2			95	115		10.1007/BF02698210			APR 1997	1997										46							WOS:A1997XQ45000003		
J	Spetich, MA; Parker, GR; Gustafson, EJ								Spatial and temporal relationships of old-growth and secondary forests in Indiana, USA								NATURAL AREAS JOURNAL				17	2			118	130					APR 1997	1997										23							WOS:A1997WW16400004		
J	Menard, E; Allard, M; Michaud, Y								Mapping of discontinuous permafrost using the geographic information system: Manitounuk Strait, Nordic Quebec (Canada)								PERMAFROST AND PERIGLACIAL PROCESSES				8	2			239	244					APR-JUN 1997	1997										0							WOS:A1997XX94800009		
J	Welch, R; Homsey, A								Datum shifts for UTM coordinates								PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING				63	4			371	375					APR 1997	1997										2							WOS:A1997WR92400005		
J	Bocco, G; Riemann, H								Quality assessment of polygon labeling								PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING				63	4			393	395					APR 1997	1997										4							WOS:A1997WR92400009		
J	Congalton, RG								Exploring and evaluating the consequences of vector-to-raster and raster-to-vector conversion								PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING				63	4			425	434					APR 1997	1997										38							WOS:A1997WR92400013		
J	Shiah, A; Hwang, KS; Wu, ST; Stone, NH								Three-dimensional simulation of current collection in space								PLANETARY AND SPACE SCIENCE				45	4			475	482		10.1016/S0032-0633(96)00109-2			APR 1997	1997										4							WOS:A1997WZ46100009		
B	Winton, HR								Closing with the enemy: How GIs fought the war in Europe, 1944-1945 - Doubler,MD								WAR IN HISTORY				4	2			221	228					APR 1997	1997										0							WOS:A1997XE03900008		
